"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"LI.M63","LI.M63","regulation of localization (GO)",345826,12,0.935706787016894,8.59727698974464e-08,1.74979872850097e-06
"LI.M32.4","LI.M32.4","CORO1A-DEF6 network (II)",388550,14,0.901177758501524,1.00409877975855e-07,1.93010098775809e-06
"LI.M11.0","LI.M11.0","enriched in monocytes (II)",2158425,181,0.389324191968658,1.35369495419898e-07,2.34336094885559e-06
"LI.M55","LI.M55","TBA",343216,12,0.928644869422167,1.3545439010726e-07,2.34336094885559e-06
"LI.M137","LI.M137","TBA",56124,15,0.121496298220548,1.91895146406443e-07,3.03539760972377e-06
"LI.M214","LI.M214","TBA",28433,12,0.0769316103336688,1.93002160155846e-07,3.03539760972377e-06
"LI.M32.6","LI.M32.6","TBA",360572,13,0.900587950266501,2.83414167908017e-07,4.26353487374669e-06
"LI.M192","LI.M192","TBA",336848,12,0.911414872777255,3.98867708493387e-07,5.75034279744633e-06
"LI.M100","LI.M100","MAPK, RAS signaling",291358,10,0.945936820233109,5.19503047390181e-07,7.1899221758801e-06
"LI.M213","LI.M213","regulation of transcription, transcription factors",84905,17,0.16218782115691,7.05304471390226e-07,9.38597488850071e-06
"LI.M72.1","LI.M72.1","TBA",78222,16,0.158755479785679,1.13872247796896e-06,1.45925176806393e-05
"LI.M105","LI.M105","TBA",89673,17,0.171295783364979,1.34317767782922e-06,1.65978384474611e-05
"LI.M6","LI.M6","mitotic cell division",222783,29,0.249567033129527,1.50980741088663e-06,1.80135642816128e-05
"LI.M237","LI.M237","golgi membrane (II)",91868,17,0.175488731571085,1.79697613416046e-06,2.0087698277838e-05
"LI.M32.5","LI.M32.5","TBA",390238,15,0.844780707451184,1.87748912766491e-06,2.0087698277838e-05
"LI.M147","LI.M147","intracellular transport",92220,17,0.176161131465641,1.88223694448542e-06,2.0087698277838e-05
"LI.M32.8","LI.M32.8","cytoskeletal remodeling",283813,10,0.921440862309665,1.95781208281631e-06,2.0087698277838e-05
"LI.M218","LI.M218","TBA",72060,15,0.155994284972074,1.9739356689205e-06,2.0087698277838e-05
"LI.M169","LI.M169","mitosis (TF motif CCAATNNSNNNGCG)",62479,14,0.144909754660704,2.09870474352602e-06,2.0506224397129e-05
"LI.M211","LI.M211","TBA",33786,11,0.0997225501770956,2.13359560201342e-06,2.0506224397129e-05
"LI.M72.2","LI.M72.2","TBA",44022,12,0.11911101009773,2.44226193517903e-06,2.28384494478904e-05
"LI.M203","LI.M203","TBA",54812,13,0.136901996633148,2.89321276258311e-06,2.62112241409231e-05
"LI.M4.6","LI.M4.6","cell division in stimulated CD4 T cells",127791,20,0.207513559156896,2.95444433958381e-06,2.62112241409231e-05
"LI.M144","LI.M144","cell cycle, ATP binding",85816,16,0.174167884396818,3.18678116364314e-06,2.75656570655132e-05
"LI.M248","LI.M248","TBA",256949,9,0.926884257155019,4.59139311257085e-06,3.87468784621833e-05
"LI.M113","LI.M113","golgi membrane (I)",23362,9,0.0842730270040185,7.81414185904743e-06,6.43736448388193e-05
"LI.M4.2","LI.M4.2","PLK1 signaling events",287696,33,0.283256241668094,8.13486107371085e-06,6.54572542210222e-05
"LI.M4.5","LI.M4.5","mitotic cell cycle in stimulated CD4 T cells",288579,33,0.284125615108785,8.7952863721819e-06,6.91629337448849e-05
"LI.M204.1","LI.M204.1","chaperonin mediated protein folding (II)",33909,10,0.110090581474627,9.75336137219643e-06,7.49925118839992e-05
"LI.M95.1","LI.M95.1","enriched in antigen presentation (III)",98082,16,0.199062347783731,1.53137435700117e-05,0.000115185984244001
"LI.M37.1","LI.M37.1","enriched in neutrophils (I)",483833,48,0.327661611893075,1.7916728310375e-05,0.000131897616923186
"LI.M128","LI.M128","TBA",47793,11,0.141065525383707,1.86966101641034e-05,0.000134771398266245
"LI.M194","LI.M194","TBA",69302,13,0.173093157897366,2.23131944589061e-05,0.000157558475158806
"LI.M67","LI.M67","activated dendritic cells",49829,11,0.147074970484061,2.5175333190289e-05,0.000173901533257871
"LI.M127","LI.M127","type I interferon response",60038,12,0.162445750403152,2.56328849599752e-05,0.000173901533257871
"LI.M250","LI.M250","spliceosome",50685,11,0.149601534828808,2.84911801714594e-05,0.000189575929602403
"LI.M180","LI.M180","TBA",51572,11,0.152219598583235,3.23611239154208e-05,0.000209917654746928
"LI.M143","LI.M143","nuclear pore, transport; mRNA splicing, processing",51658,11,0.152473435655254,3.27617149026997e-05,0.000209917654746928
"LI.M219","LI.M219","respiratory electron transport chain (mitochondrion)",115936,17,0.221464074361316,3.48785231522847e-05,0.000219417618376191
"LI.M101","LI.M101","phosphatidylinositol signaling system",73777,13,0.184270207356122,4.03095384193061e-05,0.000245660214721122
"LI.M114.1","LI.M114.1","glycerophospholipid metabolism",53144,11,0.156859504132231,4.04700353731328e-05,0.000245660214721122
"LI.M10.0","LI.M10.0","E2F1 targets (Q3)",295023,32,0.299537631177101,4.31617516231903e-05,0.000257482173476273
"LI.M190","LI.M190","TBA",53765,11,0.158692443919717,4.41745317545637e-05,0.000259057423509814
"LI.M4.9","LI.M4.9","mitotic cell cycle in stimulated CD4 T cells",97004,15,0.209992639736762,5.01567886879003e-05,0.00028590616944918
"LI.M227","LI.M227","translation initiation",44647,10,0.144953085938768,5.04054229375723e-05,0.00028590616944918
"LI.M168","LI.M168","enriched in dendritic cells",120212,17,0.229632204898586,5.65816134769649e-05,0.000315761907468224
"LI.M10.1","LI.M10.1","E2F1 targets (Q4)",168271,21,0.260243740237245,7.10048983198112e-05,0.000389963409819916
"LI.M231","LI.M231","respiratory electron transport chain (mitochondrion)",57321,11,0.169188311688312,7.23539426193506e-05,0.000390793458301652
"LI.M129","LI.M129","inositol phosphate metabolism",78464,13,0.195976761727785,7.34149560393276e-05,0.000390793458301652
"LI.M69","LI.M69","enriched in B cells (VI)",457602,20,0.743077522652723,8.3459793976688e-05,0.000437531647211122
"LI.M138","LI.M138","enriched for ubiquitination",60130,11,0.177479338842975,0.000105803127220222,0.000546386298779057
"LI.M75","LI.M75","antiviral IFN signature",184521,22,0.27241281567502,0.000109312633230824,0.000556208398498018
"LI.M114.0","LI.M114.0","TBA",359753,36,0.324716129614586,0.000135785630006204,0.00068089605771227
"LI.M153","LI.M153","TBA",106375,15,0.230278824089709,0.000148596161546888,0.000734489598503189
"LI.M167","LI.M167","enriched in cell cycle",353429,15,0.765097198770403,0.000188476942423332,0.000918493268710888
"LI.M230","LI.M230","cell cycle, mitotic phase",66357,11,0.195858913813459,0.000238261543024066,0.00114497908175454
"LI.M205","LI.M205","TBA",69199,11,0.204247343565525,0.000340320533614303,0.00161302609082944
"LI.M95.0","LI.M95.0","enriched in antigen presentation (II)",222311,24,0.300872392026938,0.000365175157994415,0.00170744060359551
"LI.M148","LI.M148","TBA",70071,11,0.206821133412043,0.000378995912440849,0.00174843447606045
"LI.M47.1","LI.M47.1","enriched in B cells (II)",679155,33,0.668674200580107,0.000397238288153601,0.00178609758717635
"LI.M216","LI.M216","respiratory electron transport chain (mitochondrion)",70459,11,0.207966351829988,0.000397484145123061,0.00178609758717635
"LI.M179","LI.M179","enriched for TF motif PAX3",60638,10,0.196870231485991,0.000450071647369884,0.0019964716665382
"LI.M242","LI.M242","TBA",73402,11,0.216652892561983,0.000567442169823083,0.00248525304757958
"LI.M81","LI.M81","enriched in myeloid cells and monocytes",368209,35,0.34183315384901,0.000598587984957222,0.00258889303493999
"LI.M103","LI.M103","cell cycle (III)",555049,49,0.368231279248583,0.000704941589419572,0.00301123197455768
"LI.M204.0","LI.M204.0","chaperonin mediated protein folding (I)",109633,14,0.25427569475691,0.000725872129391171,0.00306282630206519
"LI.M156.0","LI.M156.0","plasma cells & B cells, immunoglobulins",526167,25,0.683644513740012,0.000737741729566396,0.00307540528228883
"LI.M22.1","LI.M22.1","mismatch repair (II)",100892,13,0.251994385249791,0.000977878973280099,0.00402793005660612
"LI.M4.12","LI.M4.12","C-MYC transcriptional network",90187,12,0.244020368626687,0.00106638972956457,0.004340833487404
"LI.S4","LI.S4","Monocyte surface signature",1124511,90,0.406710936058939,0.00110205663102734,0.00443385574808672
"LI.M16","LI.M16","TLR and inflammatory signaling",443850,40,0.360607390075071,0.00113699816286695,0.00452185476266628
"LI.M185","LI.M185","TBA",103153,13,0.257641605099232,0.00123761977281659,0.00486609592493796
"LI.M215","LI.M215","small GTPase mediated signal transduction",334815,15,0.724801922327575,0.00128389440368905,0.00499131981658889
"LI.M46","LI.M46","cell division stimulated CD4+ T cells",263810,26,0.329593583288565,0.00131206765977002,0.00504417122533808
"LI.M232","LI.M232","enriched for TF motif TNCATNTCCYR",104034,13,0.259842047685414,0.00135489345777545,0.00515157292736601
"LI.M54","LI.M54","BCR signaling",275975,12,0.746709849886901,0.00153880764941399,0.0057872548554048
"LI.M70.0","LI.M70.0","TBA",443479,21,0.685873582950556,0.00159100102243306,0.00591920810496601
"LI.M229","LI.M229","TBA",83051,11,0.245132821723731,0.00170787055639365,0.00628641715438514
"LI.M106.0","LI.M106.0","nuclear pore complex",156184,17,0.29834688957742,0.00199262145101966,0.00725733707424002
"LI.M235","LI.M235","mitochondrial cluster",156560,17,0.299065134919331,0.00205839123048067,0.00737526934003665
"LI.M2.1","LI.M2.1","extracellular matrix (II)",521390,45,0.376598987338115,0.00208221221999672,0.00737526934003665
"LI.M184.0","LI.M184.0","TBA",366767,17,0.700608216268257,0.00208894911943235,0.00737526934003665
"LI.M182","LI.M182","enriched in DNA interacting proteins",98797,12,0.267316579542626,0.0026224421077276,0.00916530271993686
"LI.M27.0","LI.M27.0","chemokine cluster (I)",275852,26,0.344638372833923,0.00304385050931066,0.0105317227622149
"LI.M125","LI.M125","TBA",230811,10,0.749362033700204,0.00315598576901826,0.0108115948126764
"LI.M4.3","LI.M4.3","myeloid cell enriched receptors and transporters",331933,30,0.359456591187204,0.00384630788661067,0.013047279693797
"LI.M4.10","LI.M4.10","cell cycle (II)",116204,13,0.290238626883864,0.00440541980141045,0.0147987888474565
"LI.M8","LI.M8","E2F transcription factor network",128713,14,0.298528613640475,0.0045176329714631,0.0149346968734015
"LI.M198","LI.M198","TBA",265185,12,0.717515179064255,0.00453220569857561,0.0149346968734015
"LI.S5","LI.S5","DC surface signature",1009173,79,0.415669067166208,0.00475524236870632,0.0155218288638905
"LI.M29","LI.M29","proinflammatory cytokines and chemokines",81545,10,0.264747897795526,0.0049891580444995,0.0161331652653909
"LI.M25","LI.M25","TLR8-BAFF network",81753,10,0.265423200545437,0.00509692192966555,0.0163290276635581
"LI.M238","LI.M238","respiratory electron transport chain (mitochondrion)",168717,17,0.322287764232146,0.00558263515063748,0.0176051550131109
"LI.M4.4","LI.M4.4","mitotic cell cycle - DNA replication",298401,27,0.359014062139062,0.00559701459954394,0.0176051550131109
"LI.M150","LI.M150","innate antiviral response",107352,12,0.29046397610312,0.00597045867085438,0.0186106189199605
"LI.M201","LI.M201","TBA",183918,18,0.331817837387285,0.00673702783895167,0.0208126038596186
"LI.M186","LI.M186","TBA",223393,10,0.725278400051946,0.00680599679604441,0.0208396008091271
"LI.M177.0","LI.M177.0","TBA",382864,33,0.376955597957612,0.00719871452174529,0.0218487300396831
"LI.M120","LI.M120","TBA",241118,11,0.71168240850059,0.00751708020369602,0.0224223060160248
"LI.M191","LI.M191","transmembrane transport (II)",185406,18,0.334502430205999,0.00751730490710658,0.0224223060160248
"LI.M106.1","LI.M106.1","nuclear pore complex (mitosis)",98368,11,0.290342384887839,0.0080135782385597,0.0236982741071937
"LI.M43.1","LI.M43.1","myeloid, dendritic cell activation via NFkB (II)",295519,14,0.685407669578206,0.00814042615448869,0.0238693851648567
"LI.M111.1","LI.M111.1","viral sensing & immunity; IRF2 targets network (II)",99168,11,0.292703659976387,0.00862880609296962,0.0249062590361252
"LI.S11","LI.S11","Activated (LPS) dendritic cell surface signature",440588,37,0.386942996808468,0.00863800891426308,0.0249062590361252
"LI.M184.1","LI.M184.1","TBA",238488,11,0.703919716646989,0.00958044447105551,0.0273953205535967
"LI.M70.1","LI.M70.1","TBA",218950,10,0.710853543716113,0.0104619525402534,0.0296707834338334
"LI.M27.1","LI.M27.1","chemokine cluster (II)",152999,15,0.331209680910941,0.0117883735975493,0.0329388423841727
"LI.M7.1","LI.M7.1","T cell activation (I)",844036,46,0.596411789229715,0.0118046718371024,0.0329388423841727
"LI.M162.0","LI.M162.0","plasma membrane, cell junction",342738,17,0.65470737232998,0.0135871781317209,0.0376093090686034
"LI.M86.0","LI.M86.0","chemokines and inflammatory molecules in myeloid cells",207032,19,0.353871819064419,0.013700473708345,0.0376219357387886
"LI.M228","LI.M228","olfactory receptors",215800,10,0.700626603032369,0.0139979364326245,0.0378743761142175
"LI.M28","LI.M28","antigen presentation (lipids and proteins)",104601,11,0.308739669421488,0.0140113298919649,0.0378743761142175
"LI.M76","LI.M76","DNA repair",247319,22,0.365123022094668,0.0142381513822947,0.038189150219178
"LI.M66","LI.M66","TBA",182250,17,0.348138865860042,0.0150655181388006,0.0400974559694232
"LI.M171","LI.M171","heme biosynthesis (I)",105571,11,0.311602715466352,0.0152290468417249,0.0402232840247084
"LI.M236","LI.M236","TBA",131124,13,0.327503783961996,0.0156211864649999,0.0409464433097726
"LI.M71","LI.M71","enriched in antigen presentation (I)",199005,18,0.359037227075418,0.0191761699710191,0.0498868782704707
"LI.M160","LI.M160","leukocyte differentiation",301556,15,0.652803394380223,0.0202053640258749,0.0521720593503933
"LI.S7","LI.S7","CD4 T cell surface signature Th2-stimulated",121835,12,0.329650854464972,0.0204895092554441,0.05251385335099
"LI.M86.1","LI.M86.1","proinflammatory dendritic cell, myeloid cell response",135763,13,0.339090450428849,0.0222533317889714,0.0566150941101771
"LI.M110","LI.M110","axon guidance",209913,10,0.681513587221194,0.0234053482293536,0.0591113174259588
"LI.S10","LI.S10","Resting dendritic cell surface signature",959527,72,0.433545785122772,0.0255270320331508,0.0640025585758709
"LI.M45","LI.M45","leukocyte activation and migration",226582,11,0.668778040141677,0.0262678757846206,0.065386223176106
"LI.M50","LI.M50","CD1 and other DC receptors",99715,10,0.323739488977631,0.026774024185613,0.0661700883444436
"LI.M52","LI.M52","T cell activation (IV)",243374,12,0.658500817126097,0.0286122383078795,0.0702115918760731
"LI.M47.2","LI.M47.2","enriched in B cells (III)",433816,23,0.612627166993351,0.0307167519910288,0.0748450435837743
"LI.M60","LI.M60","lymphocyte generic cluster",329804,17,0.630000496659013,0.0317109312562221,0.0764433014627625
"LI.M42","LI.M42","platelet activation (III)",206166,10,0.669348397779293,0.0318145532099358,0.0764433014627625
"LI.M156.1","LI.M156.1","plasma cells, immunoglobulins",240930,12,0.651888048313257,0.034208090206614,0.0816275807688858
"LI.M233","LI.M233","TBA",256949,13,0.641772442766014,0.0383369807828383,0.0908533928141236
"LI.M14","LI.M14","T cell differentiation",238937,12,0.646495557215061,0.0394112391626842,0.0927638690495833
"LI.M37.3","LI.M37.3","cell division",106422,10,0.345514756014415,0.0453247816611733,0.105400186853037
"LI.M78","LI.M78","myeloid cell cytokines, metallopeptidases and laminins",219220,11,0.647048406139315,0.0455990234979211,0.105400186853037
"LI.M0","LI.M0","targets of FOSL1/2",132790,12,0.359291968353951,0.0456937226241488,0.105400186853037
"LI.M48","LI.M48","TBA",236416,12,0.639674448304599,0.046896179511621,0.107457470933913
"LI.M11.1","LI.M11.1","blood coagulation",269444,22,0.397786694775879,0.0484433792991074,0.110272429194021
"LI.M123","LI.M123","enriched in B cell differentiation",218234,11,0.64413813459268,0.0488931548550282,0.110568833855162
"LI.M133.0","LI.M133.0","cell adhesion, membrane",270529,14,0.627447478650518,0.0493191832249868,0.110808035037957
"LI.M47.3","LI.M47.3","enriched in B cells (IV)",235290,12,0.636627812591318,0.0505887620106838,0.112927171972236
"LI.M243","LI.M243","TBA",234327,12,0.634022208513263,0.0539273404683129,0.119608075654079
"LI.M7.0","LI.M7.0","enriched in T cells (I)",967195,56,0.561578256729452,0.0553777963823223,0.121647146380012
"LI.M4.14","LI.M4.14","Rho GTPase cycle",109198,10,0.354527450407454,0.0555498529712192,0.121647146380012
"LI.M124","LI.M124","enriched in membrane proteins",218033,18,0.393366818577094,0.0585941949239515,0.127119094016138
"LI.M133.1","LI.M133.1","cell cell adhesion",215484,11,0.636021251475797,0.0590917257227474,0.127119094016138
"LI.M207","LI.M207","TBA",197931,10,0.642612252848934,0.059150792302307,0.127119094016138
"LI.M87","LI.M87","transmembrane transport (I)",301664,24,0.408267558818116,0.0598412077482122,0.127464492991261
"LI.M220","LI.M220","TBA",197718,10,0.641920716859842,0.0600483016114899,0.127464492991261
"LI.M39","LI.M39","integrin mediated leukocyte migration",196837,10,0.63906042011623,0.0638742418517313,0.134759071223775
"LI.M131","LI.M131","TBA",151623,13,0.378703412309491,0.0649325485196008,0.136161586592618
"LI.M162.1","LI.M162.1","cell junction",213805,11,0.631065525383707,0.0660954721001107,0.137765261124327
"LI.M7.4","LI.M7.4","T cell activation (III)",248259,13,0.620067736666217,0.0668993086842982,0.138571279661365
"LI.M1.0","LI.M1.0","integrin cell surface interactions (I)",517869,29,0.580129677218437,0.0675797830825293,0.138571279661365
"LI.M112.0","LI.M112.0","complement activation (I)",207001,17,0.395418893672946,0.0676836597189903,0.138571279661365
"LI.M40","LI.M40","complement and other receptors in DCs",152451,13,0.380771478667446,0.0682687295805989,0.13868808585498
"LI.M188","LI.M188","TBA",112194,10,0.364254407324438,0.0685423776913343,0.13868808585498
"LI.M17.0","LI.M17.0","Hox cluster I",264855,14,0.614287569754011,0.0693085413342438,0.139422995939816
"LI.M121","LI.M121","TBA",113364,10,0.368052985292685,0.0742105020187127,0.146569599716951
"LI.M195","LI.M195","muscle contraction, SRF targets",211986,11,0.625696576151122,0.0743912177813274,0.146569599716951
"LI.M74","LI.M74","transcriptional targets of glucocorticoid receptor",229256,12,0.620301524941286,0.0744683425394455,0.146569599716951
"LI.M68","LI.M68","RIG-1 like receptor signaling",113433,10,0.368277003993377,0.0745556345381024,0.146569599716951
"LI.M4.11","LI.M4.11","mitotic cell cycle in stimulated CD4 T cells",126938,11,0.374669421487603,0.0749844484326603,0.146579769252545
"LI.M98.1","LI.M98.1","TBA",123394,6,0.667608072282638,0.0775106372973336,0.150666744409424
"LI.M241","LI.M241","TBA",158719,8,0.64408904976788,0.0790408806056329,0.152782931226531
"LI.M23","LI.M23","RA, WNT, CSF receptors network (monocyte)",228133,12,0.617263006374666,0.0797369795143424,0.153272193955347
"LI.S1","LI.S1","NK cell surface signature",594576,44,0.439207297074492,0.0813751611698298,0.154977223195285
"LI.M246","LI.M246","TBA",210543,11,0.621437426210154,0.0815198110449187,0.154977223195285
"LI.M41.2","LI.M41.2","TBA",244744,13,0.611288445303641,0.0823159485167533,0.155635618507085
"LI.M118.1","LI.M118.1","enriched in monocytes (surface)",210973,17,0.403006315210373,0.0830371553789384,0.156145955223438
"LI.M212","LI.M212","purine nucleotide biosynthesis",142694,12,0.386089375196164,0.0858717718958874,0.160603422032308
"LI.M117","LI.M117","cell adhesion (GO)",378410,21,0.585239487155694,0.0880854170404333,0.163857818795645
"LI.M91","LI.M91","adhesion and migration, chemotaxis",143405,12,0.388013138954728,0.0895481741882573,0.165688065610359
"LI.M38","LI.M38","chemokines and receptors",130203,11,0.384306375442739,0.0919334320321565,0.169196635548543
"LI.M222","LI.M222","heme biosynthesis (II)",158002,13,0.39463601532567,0.094140542636271,0.17234194577857
"LI.M96","LI.M96","Hox cluster V",190901,10,0.619788318561086,0.0947662671610831,0.172574360198604
"LI.M21","LI.M21","cell adhesion (lymphocyte homing)",172992,9,0.624028742722334,0.0987483175400279,0.178884386747904
"LI.M64","LI.M64","enriched in activated dendritic cells/monocytes",214921,17,0.410547891300444,0.100757920453981,0.181574169151445
"LI.M49","LI.M49","transcription regulation in cell development",630873,46,0.445786784813347,0.101554797937068,0.182061969358681
"LI.M208","LI.M208","TBA",118721,10,0.385445277750722,0.10480431839587,0.186919042087479
"LI.M177.1","LI.M177.1","TBA",160539,13,0.400972590627763,0.10812610673198,0.191854527842385
"LI.M73","LI.M73","enriched in monocytes (III)",133138,11,0.392969303423849,0.109454817319156,0.19322125914504
"LI.M175","LI.M175","cell development",222264,12,0.601383161790967,0.111930564386701,0.196588706993901
"LI.M53","LI.M53","inflammasome receptors and signaling",147812,12,0.399937227399158,0.114975768406847,0.200879861891637
"LI.M41.0","LI.M41.0","TBA",272216,15,0.589288652205914,0.115534949469467,0.200879861891637
"LI.M19","LI.M19","T cell differentiation (Th2)",288797,16,0.586128024029875,0.116418712381004,0.201404372419137
"LI.M158.0","LI.M158.0","interferon alpha response (I)",254457,14,0.590171120563691,0.121312295082992,0.208826139794603
"LI.M79","LI.M79","TBA",122438,10,0.39751306775754,0.130831350694371,0.224097264060655
"LI.M209","LI.M209","lysosome",95226,8,0.386431516410739,0.132949381069358,0.225781001047726
"LI.M88.1","LI.M88.1","enriched in hepatocyte nuclear factors (I)",219043,12,0.59266805199303,0.133119434143746,0.225781001047726
"LI.M115","LI.M115","cytokines - recepters cluster",136776,11,0.40370720188902,0.134344299156916,0.226746963455087
"LI.M134","LI.M134","Membrane, ER proteins",302165,17,0.577203733347596,0.135153879407939,0.227006030461877
"LI.M88.0","LI.M88.0","leukocyte migration",773680,46,0.546696909955554,0.136477345342263,0.228121553084168
"LI.M80","LI.M80","TBA",250341,19,0.427898223735488,0.138221052193813,0.229049014702511
"LI.S8","LI.S8","Naive B cell surface signature",885461,53,0.543169624837594,0.138356196742268,0.229049014702511
"LI.M1.1","LI.M1.1","integrin cell surface interactions (II)",217738,12,0.589137093195667,0.142444009680139,0.23469346356823
"LI.M152.1","LI.M152.1","TBA (source: naive B cells)",267151,15,0.578324024765121,0.146735030428762,0.24061763283579
"LI.M94","LI.M94","growth factor induced, enriched in nuclear receptor subfamily 4",216447,12,0.585644014416053,0.152093692714074,0.247127197954587
"LI.M17.1","LI.M17.1","Hox cluster II",199701,11,0.589436245572609,0.15213321723794,0.247127197954587
"LI.S9","LI.S9","Memory B cell surface signature",485704,35,0.45091165657841,0.15734869909346,0.253857315645887
"LI.M12","LI.M12","CD28 costimulation",182234,10,0.591649621765527,0.157743707699034,0.253857315645887
"LI.M61.1","LI.M61.1","enriched in NK cells (KIR cluster)",98459,8,0.399551180079862,0.162550432950374,0.260381712040876
"LI.M77","LI.M77","collagen, TGFB family et al",573723,34,0.548273252180295,0.164902112044256,0.262316775015876
"LI.M164","LI.M164","xenobiotic metabolism",164569,9,0.593644712825286,0.165274731079367,0.262316775015876
"LI.M141","LI.M141","TBA",341832,25,0.444139543948548,0.166744040645592,0.263440356453766
"LI.M111.0","LI.M111.0","viral sensing & immunity; IRF2 targets network (I)",226432,17,0.432536513988592,0.167704471518037,0.263753396114731
"LI.M132","LI.M132","recruitment of neutrophils",113029,9,0.407726049535023,0.168838658686719,0.264335637581922
"LI.M41.1","LI.M41.1","TBA",230303,13,0.575219669608916,0.173797527503982,0.270873623947648
"LI.M31","LI.M31","cell cycle and growth arrest",213556,12,0.577821790750782,0.175242688185696,0.271352355896215
"LI.M84","LI.M84","integrins and cell adhesion",180215,10,0.585094639784423,0.175673201505064,0.271352355896215
"LI.M126","LI.M126","double positive thymocytes",245953,14,0.57044749256653,0.180656366031506,0.277809345097338
"LI.M4.7","LI.M4.7","mitotic cell cycle",272289,20,0.442156799064662,0.185183796285716,0.283511475729459
"LI.M178","LI.M178","enriched for promoter motif NATCACGTGAY (putative SREBF1 targets)",129115,10,0.419190935359242,0.18806668112088,0.286258765379899
"LI.M2.0","LI.M2.0","extracellular matrix (I)",504669,30,0.546515707741789,0.188856191044843,0.286258765379899
"LI.M249","LI.M249","TBA",178723,10,0.580250641212948,0.189720425181706,0.286258765379899
"LI.M26.1","LI.M26.1","TBA",359023,21,0.555256035509365,0.190287618605135,0.286258765379899
"LI.M145.1","LI.M145.1","cytoskeleton/actin (SRF transcription targets)",244567,14,0.567232893741969,0.191819551081447,0.287314132788661
"LI.M176","LI.M176","TBA",178342,10,0.57901366838739,0.193415381130903,0.288455697721088
"LI.M240","LI.M240","chromosome Y linked",172540,13,0.430947064494697,0.19427241333959,0.288490364873383
"LI.S0","LI.S0","T cell surface signature",438631,26,0.548007895953324,0.198328753657182,0.293255336604209
"LI.M41.4","LI.M41.4","ATF targets network",161044,9,0.58092908829874,0.200206314211274,0.294771849860003
"LI.M151","LI.M151","TBA",130506,10,0.42370702249927,0.20169540946237,0.295705981669407
"LI.M119","LI.M119","enriched in activated dendritic cells (I)",145229,11,0.428657024793388,0.206252939357443,0.300410278070621
"LI.M65","LI.M65","IL2, IL7, TCR network",160437,9,0.578739475791615,0.206640595898288,0.300410278070621
"LI.M57","LI.M57","immuregulation - monocytes, T and B cells",225931,13,0.564299879612562,0.211014195468012,0.305484985907666
"LI.M4.8","LI.M4.8","cell division - E2F transcription network",261676,19,0.447272702410742,0.213046999659686,0.306957612907377
"LI.M17.3","LI.M17.3","Hox cluster IV",176242,10,0.572195707931561,0.214557964152007,0.306957612907377
"LI.M62.1","LI.M62.1","enriched for unknown TF motif CTCNANGTGNY",176229,10,0.572153501509691,0.214692896888975,0.306957612907377
"LI.M4.15","LI.M4.15","enriched in monocytes (I)",131991,10,0.428528294535892,0.216879402475518,0.308807708874606
"LI.M146","LI.M146","MHC-TLR7-TLR8 cluster",233672,17,0.446366557274335,0.221897252608182,0.31465757951816
"LI.M173","LI.M173","erythrocyte differentiation",240807,14,0.558512192746047,0.224164121227006,0.316335385232276
"LI.M108","LI.M108","TBA",158700,9,0.572473648897258,0.225716760010362,0.316335385232276
"LI.M247","LI.M247","enriched in nuclear pore complex interacting proteins",91984,5,0.59718236707135,0.225823237434602,0.316335385232276
"LI.M161","LI.M161","TBA",176262,13,0.440243372446762,0.227780895057526,0.316784461362302
