"","ID","Title","cerno","N1","AUC","cES","P.Value","adj.P.Val"
"LI.M147","LI.M147","intracellular transport",58.2871749739748,17,0.781825336486481,1.71432867570514,0.00589475140625227,0.0258175188172568
"LI.M71","LI.M71","enriched in antigen presentation (I)",60.6360209334993,18,0.767311834940842,1.68433391481943,0.00626122665670458,0.0270798052902473
"LI.M53","LI.M53","inflammasome receptors and signaling",44.4926387553726,12,0.736733876641017,1.85385994814053,0.00668381260867087,0.028396503720752
"LI.M7.3","LI.M7.3","T cell activation (II)",90.4448745866539,30,0.688078143443466,1.50741457644423,0.00672980724017822,0.028396503720752
"LI.M126","LI.M126","double positive thymocytes",49.7720227175712,14,0.751415954244152,1.77757223991326,0.00685684741498981,0.0285013262476901
"LI.M137","LI.M137","TBA",52.3855138282291,15,0.801067238169459,1.7461837942743,0.00691939712371668,0.0285013262476901
"LI.M201","LI.M201","TBA",60.0042371641935,18,0.689705813370283,1.66678436567204,0.00726302164396862,0.0295647704566252
"LI.M37.1","LI.M37.1","enriched in neutrophils (I)",132.750303097997,48,0.681303432695121,1.3828156572708,0.00774969437322078,0.0311790029434231
"LI.M119","LI.M119","enriched in activated dendritic cells (I)",41.0385799519145,11,0.754465761511216,1.8653899978143,0.00815439407328562,0.0324301189581244
"LI.M19","LI.M19","T cell differentiation (Th2)",54.2640390974644,16,0.735239081019646,1.69575122179576,0.00829924703982495,0.0326311304065845
"LI.M101","LI.M101","phosphatidylinositol signaling system",46.0754789965911,13,0.797289534285443,1.7721338075612,0.00894630249951611,0.0341096135336711
"LI.M245","LI.M245","translation initiation factor 3 complex",46.0721503451415,13,0.761453041406285,1.77200578250544,0.00895397946770486,0.0341096135336711
"LI.M111.0","LI.M111.0","viral sensing & immunity; IRF2 targets network (I)",56.5119483205815,17,0.720191863197185,1.66211612707593,0.00899941432122233,0.0341096135336711
"LI.M109","LI.M109","receptors, cell migration",51.2920808950809,15,0.701666883144997,1.70973602983603,0.00906960822282585,0.0341096135336711
"LI.M4.5","LI.M4.5","mitotic cell cycle in stimulated CD4 T cells",95.2305840540037,33,0.694607718618376,1.44288763718187,0.0107418892352243,0.0399644481224474
"LI.M12","LI.M12","CD28 costimulation",37.2078594922071,10,0.809957468913347,1.86039297461036,0.0110481240369087,0.0406664991145788
"LI.M227","LI.M227","translation initiation",37.1357263276605,10,0.816957241647998,1.85678631638302,0.0112710943035668,0.0410505118845698
"LI.M81","LI.M81","enriched in myeloid cells and monocytes",99.6434660435224,35,0.639551227301422,1.42347808633603,0.0114790113567845,0.0413722700984108
"LI.M156.1","LI.M156.1","plasma cells, immunoglobulins",42.393189166,12,0.734125566847408,1.76638288191667,0.0116562164318776,0.0415778441796871
"LI.M73","LI.M73","enriched in monocytes (III)",39.6114885600983,11,0.755416174734357,1.80052220727719,0.0119980680739473,0.0419585311367948
"LI.M95.0","LI.M95.0","enriched in antigen presentation (II)",72.7029627892734,24,0.716682365933673,1.51464505810986,0.0122057190266234,0.0419585311367948
"LI.M180","LI.M180","TBA",39.5117533355043,11,0.794518890200708,1.79598878797747,0.0123215197273632,0.0419585311367948
"LI.M25","LI.M25","TLR8-BAFF network",36.8041120961878,10,0.788997110483426,1.84020560480939,0.0123510566075061,0.0419585311367948
"LI.M231","LI.M231","respiratory electron transport chain (mitochondrion)",39.4828282042681,11,0.746272136953955,1.79467400928491,0.0124168275469612,0.0419585311367948
"LI.M114.1","LI.M114.1","glycerophospholipid metabolism",39.4605961856266,11,0.726827036599764,1.79366346298303,0.0124905453962135,0.0419585311367948
"LI.M13","LI.M13","innate activation by cytosolic DNA sensing",39.1698040889141,11,0.679799291617473,1.78044564040519,0.0134928268902665,0.0448895971541557
"LI.M59","LI.M59","CCR1, 7 and cell signaling",36.1938880093364,10,0.773669686049154,1.80969440046682,0.0145933114910346,0.0480884359609331
"LI.M138","LI.M138","enriched for ubiquitination",38.7963075192777,11,0.788739669421488,1.76346852360353,0.0148892673903477,0.0483702736271226
"LI.M129","LI.M129","inositol phosphate metabolism",44.0423119055194,13,0.76457761992537,1.69393507328921,0.0149584372199483,0.0483702736271226
"LI.M44","LI.M44","T cell signaling and costimulation",36.0469762556716,10,0.785776435830006,1.80234881278358,0.0151867007611549,0.0486536894755517
"LI.M11.1","LI.M11.1","blood coagulation",66.6187943499405,22,0.724640441243774,1.51406350795319,0.015447725265538,0.0488173456343523
"LI.M213","LI.M213","regulation of transcription, transcription factors",54.1384967633974,17,0.750423115274557,1.59230872833522,0.0155199653750831,0.0488173456343523
"LI.M204.1","LI.M204.1","chaperonin mediated protein folding (II)",35.9113699808512,10,0.730421090224343,1.79556849904256,0.0157541378048812,0.0491074926170171
"LI.M160","LI.M160","leukocyte differentiation",48.8908967478323,15,0.638747456379616,1.62969655826108,0.0161247605946034,0.0498139925511854
"LI.M194","LI.M194","TBA",43.185133477036,13,0.751175151233597,1.66096667219369,0.018464427434995,0.0564143450840252
"LI.M4.13","LI.M4.13","cell junction (GO)",37.9442636914924,11,0.787119244391972,1.7247392587042,0.0185873853745054,0.0564143450840252
"LI.M43.1","LI.M43.1","myeloid, dendritic cell activation via NFkB (II)",45.6696792457627,14,0.694766187801224,1.63105997306295,0.0188503795557082,0.0566881301131359
"LI.M95.1","LI.M95.1","enriched in antigen presentation (III)",50.713724221535,16,0.766504302646534,1.58480388192297,0.019005269055271,0.0566881301131359
"LI.M11.2","LI.M11.2","formyl peptide receptor mediated neutrophil response",32.3149575988647,9,0.78237704622355,1.79527542215915,0.0201721176724255,0.0590994780603082
"LI.M52","LI.M52","T cell activation (IV)",40.2296084046499,12,0.735270084526554,1.67623368352708,0.0202036530363697,0.0590994780603082
"LI.M148","LI.M148","TBA",37.5963792466365,11,0.793772136953955,1.70892632939257,0.0203261210669846,0.0590994780603082
"LI.M242","LI.M242","TBA",37.5483115022014,11,0.796127508854782,1.70674143191825,0.0205777234050678,0.0593324358179456
"LI.M47.3","LI.M47.3","enriched in B cells (IV)",39.9661183054709,12,0.69926512765566,1.66525492939462,0.0215666571583738,0.061669945262788
"LI.M186","LI.M186","TBA",34.5635658458579,10,0.661277231258725,1.72817829229289,0.0225557594442958,0.0639696128502161
"LI.M46","LI.M46","cell division stimulated CD4+ T cells",74.0680771586998,26,0.677943803800552,1.42438609920577,0.0238498049943237,0.0670896953498861
"LI.M157","LI.M157","enriched in NK cells (III)",42.0453166387531,13,0.666809033553627,1.61712756302896,0.0242864273829,0.0672989750857397
"LI.M65","LI.M65","IL2, IL7, TCR network",31.6295588589433,9,0.781976639323565,1.75719771438574,0.024313213542536,0.0672989750857397
"LI.M171","LI.M171","heme biosynthesis (I)",36.8441156936899,11,0.748048996458087,1.67473253153136,0.0246044028916191,0.0675644714325413
"LI.M33","LI.M33","inflammatory response",34.1553389734186,10,0.701986948475699,1.70776694867093,0.0250928870358091,0.0683632985385037
"LI.M10.0","LI.M10.0","E2F1 targets (Q3)",87.8792512367236,32,0.662558075311089,1.37311330057381,0.0255272096183457,0.0690032384995908
"LI.M3","LI.M3","regulation of signal transduction",117.362146600475,45,0.628045389210311,1.30402385111639,0.0279582452503955,0.0749887818343942
"LI.M43.0","LI.M43.0","myeloid, dendritic cell activation via NFkB (I)",46.3488988100101,15,0.653712603368403,1.544963293667,0.0287734857341447,0.0765817389539544
"LI.M61.2","LI.M61.2","enriched in NK cells (receptor activation)",43.7255457920057,14,0.629277434258439,1.56162663542878,0.0295729427202406,0.0781086884061317
"LI.M163","LI.M163","enriched in neutrophils (II)",43.3739384943315,14,0.675371905426781,1.54906923194041,0.0320137832118505,0.0839149166007598
"LI.M64","LI.M64","enriched in activated dendritic cells/monocytes",50.2853659670532,17,0.728342801691697,1.47898135197215,0.0355983952672315,0.0926093591162564
"LI.M203","LI.M203","TBA",40.3519612827978,13,0.776548926753486,1.55199851087684,0.0360174078671707,0.0930001725525453
"LI.M31","LI.M31","cell cycle and growth arrest",37.7694928259833,12,0.639352468153728,1.57372886774931,0.0366034491123599,0.0938132843916779
"LI.M9","LI.M9","B cell development",35.1749294116248,11,0.658054899645809,1.59886042780113,0.037144888360808,0.0945009659767615
"LI.M84","LI.M84","integrins and cell adhesion",32.3863014062699,10,0.724116100126619,1.6193150703135,0.0393520300606792,0.0993854189853649
"LI.M132","LI.M132","recruitment of neutrophils",29.7422923349073,9,0.732113354832659,1.65234957416151,0.04002856924557,0.100361485209907
"LI.M198","LI.M198","TBA",37.2394624239028,12,0.739959089580831,1.55164426766262,0.0414105474599623,0.103079492238467
"LI.M86.0","LI.M86.0","chemokines and inflammatory molecules in myeloid cells",53.9693274024765,19,0.620166208584595,1.42024545795991,0.0447231540982651,0.109772965113327
"LI.M241","LI.M241","TBA",26.7173162529932,8,0.729064539168263,1.66983226581207,0.0447340695982055,0.109772965113327
"LI.M4.1","LI.M4.1","cell cycle (I)",318.6570165548,139,0.61627106765292,1.14624826098849,0.0470016221768661,0.11446183543072
"LI.M47.2","LI.M47.2","enriched in B cells (III)",63.0775363504042,23,0.674266088990064,1.37125079022618,0.0478712708999477,0.11446183543072
"LI.M24","LI.M24","cell activation (IL15, IL23, TNF)",43.9666991010809,15,0.626299952374767,1.4655566367027,0.048025486503242,0.11446183543072
"LI.M146","LI.M146","MHC-TLR7-TLR8 cluster",48.7903449477406,17,0.690384681507857,1.43501014552178,0.0481733511383981,0.11446183543072
"LI.M86.1","LI.M86.1","proinflammatory dendritic cell, myeloid cell response",39.0426792633575,13,0.649332873763032,1.50164151012914,0.0482989247771246,0.11446183543072
"LI.M68","LI.M68","RIG-1 like receptor signaling",31.5189422637355,10,0.690818479919483,1.57594711318678,0.0487017659668042,0.114631367513702
"LI.M69","LI.M69","enriched in B cells (VI)",55.8126205428733,20,0.611883342535156,1.39531551357183,0.0495010359178036,0.115725394780811
"LI.M181","LI.M181","nucleotide metabolism",28.8160767040713,9,0.709416415961446,1.60089315022618,0.0506737277102634,0.117671877770142
"LI.M45","LI.M45","leukocyte activation and migration",33.5883210567394,11,0.689731404958678,1.52674186621543,0.0540636740854195,0.124706874890368
"LI.M74","LI.M74","transcriptional targets of glucocorticoid receptor",35.869319425745,12,0.719463294262801,1.49455497607271,0.0565101349809371,0.129486799360293
"LI.M229","LI.M229","TBA",33.2874503128962,11,0.742836481700118,1.51306592331346,0.0579432291977309,0.131897087515887
"LI.M218","LI.M218","TBA",42.9680522875848,15,0.734623544183227,1.43226840958616,0.0589765939351572,0.133371905238983
"LI.M246","LI.M246","TBA",32.9240463500203,11,0.600265643447462,1.49654756136456,0.0629502647065825,0.141433711613491
"LI.M39","LI.M39","integrin mediated leukocyte migration",30.2544489998394,10,0.677435797539041,1.51272244999197,0.0658342532435668,0.146293449846865
"LI.M4.12","LI.M4.12","C-MYC transcriptional network",35.1672635177855,12,0.697116789506153,1.4653026465744,0.0659588964627482,0.146293449846865
"LI.M62.0","LI.M62.0","T & B cell development, activation",97.5168034111841,39,0.596033023694534,1.25021542834851,0.0666932236266601,0.146979970540283
"LI.M177.0","LI.M177.0","TBA",83.9002689359083,33,0.63606629686297,1.27121619599861,0.0677424019689615,0.148347285324435
"LI.M56","LI.M56","suppression of MAPK signaling",35.0148627034429,12,0.703632152559066,1.45895261264345,0.0681807566975673,0.148368187530555
"LI.M168","LI.M168","enriched in dendritic cells",46.864551956046,17,0.662715043801504,1.37836917517782,0.0699044346413533,0.151168339911926
"LI.M234","LI.M234","transcription elongation, RNA polymerase II",37.2328330906926,13,0.711437306118779,1.43203204194971,0.0712187240859685,0.152140393307875
"LI.M179","LI.M179","enriched for TF motif PAX3",29.9155678962093,10,0.75201129833447,1.49577839481047,0.0712333633406816,0.152140393307875
"LI.M145.0","LI.M145.0","cytoskeleton/actin (SRF transcription targets)",44.3413477648848,16,0.62815798019159,1.38566711765265,0.0720417761245599,0.152734420694171
"LI.M92","LI.M92","lipid metabolism, endoplasmic reticulum",29.8456042688147,10,0.618580565566053,1.49228021344073,0.0723943496931911,0.152734420694171
"LI.M232","LI.M232","enriched for TF motif TNCATNTCCYR",37.1239441866341,13,0.709344263113988,1.42784400717823,0.0728538975665326,0.152772415503153
"LI.M159","LI.M159","G protein mediated calcium signaling",29.7248550275308,10,0.689789292555437,1.48624275137654,0.0744363566059776,0.155150478226917
"LI.M243","LI.M243","TBA",34.2297962498109,12,0.634790631730467,1.42624151040879,0.0806670821556027,0.167130601352326
"LI.M223","LI.M223","enriched in T cells (II)",34.1413340417917,12,0.66045434375575,1.42255558507465,0.0821883809664721,0.169268927466663
"LI.M34","LI.M34","cytoskeletal remodeling (enriched for SRF targets)",29.1767721345967,10,0.658851985325152,1.45883860672983,0.0843365801104111,0.172665424368061
"LI.M4.15","LI.M4.15","enriched in monocytes (I)",29.0575339913721,10,0.716320898672121,1.4528766995686,0.086632673738155,0.176322971255304
"LI.M169","LI.M169","mitosis (TF motif CCAATNNSNNNGCG)",38.6175555087943,14,0.699864086947244,1.37919841102837,0.087273132212788,0.176587741202483
"LI.M28","LI.M28","antigen presentation (lipids and proteins)",31.1499039083669,11,0.661741440377804,1.41590472310759,0.0930886644323794,0.187259755195368
"LI.M58","LI.M58","B cell development/activation",30.9903134162423,11,0.686089138134593,1.40865060982919,0.0963139132903479,0.192627826580696
"LI.M37.3","LI.M37.3","cell division",28.4437377738306,10,0.691828187396513,1.42218688869153,0.0993042620485106,0.197467095797613
"LI.M47.1","LI.M47.1","enriched in B cells (II)",81.0652594801535,33,0.58945586871378,1.22826150727505,0.100269721352828,0.198247563360448
"LI.M196","LI.M196","platelet activation - actin binding",44.7794344804846,17,0.679236596892443,1.31704219060249,0.102208062287049,0.200931758814312
"LI.M106.1","LI.M106.1","nuclear pore complex (mitosis)",30.5869382585935,11,0.719191263282172,1.39031537539061,0.104882582518412,0.205024709329778
"LI.M106.0","LI.M106.0","nuclear pore complex",44.4956807292045,17,0.693996920714119,1.30869649203543,0.107421376346585,0.208807843909655
"LI.M140","LI.M140","extracellular matrix, complement",37.3680843694168,14,0.632331998942383,1.33457444176489,0.110962771400508,0.214486697790925
"LI.M193","LI.M193","TBA",27.898932409505,10,0.67377357877991,1.39494662047525,0.111813522902412,0.21493043846797
"LI.S1","LI.S1","NK cell surface signature",104.3280739186,44,0.596827474537359,1.18554629452954,0.112850971659959,0.215726166819591
"LI.M222","LI.M222","heme biosynthesis (II)",34.8918752817993,13,0.703919335421381,1.34199520314613,0.114006871826154,0.216738338746425
"LI.M121","LI.M121","TBA",27.7520637531172,10,0.654287198467582,1.38760318765586,0.115399686922059,0.218187386202363
"LI.M97","LI.M97","enriched for SMAD2/3 signaling",27.6324753725436,10,0.647745203077822,1.38162376862718,0.118388907109457,0.222622618803653
"LI.M205","LI.M205","TBA",29.6407644019266,11,0.720191853600945,1.34730747281484,0.127460252371979,0.238385120652458
"LI.M30","LI.M30","cell movement, Adhesion & Platelet activation",50.0793822230462,20,0.62125783508168,1.25198455557616,0.13193414447501,0.245425881657814
"LI.M61.0","LI.M61.0","enriched in NK cells (II)",49.6242465858877,20,0.603694261310123,1.24060616464719,0.141555252201751,0.261915065571153
"LI.S11","LI.S11","Activated (LPS) dendritic cell surface signature",86.9517299107003,37,0.572973148621423,1.17502337717163,0.144060642612953,0.265132884808945
"LI.M22.1","LI.M22.1","mismatch repair (II)",33.6094483050525,13,0.649952294604545,1.29267108865586,0.145142517912611,0.265710641258008
"LI.M190","LI.M190","TBA",28.7964433880378,11,0.642048406139315,1.30892924491081,0.150764749851226,0.274550544465917
"LI.S6","LI.S6","CD4 T cell surface signature Th1-stimulated",21.6954857048519,8,0.676918644287894,1.35596785655324,0.153298845975999,0.276606761329342
"LI.M177.1","LI.M177.1","TBA",33.3028223359671,13,0.57053405066263,1.28087778215258,0.153492769292583,0.276606761329342
"LI.M20","LI.M20","AP-1 transcription factor network",37.7541530062887,15,0.644505779971425,1.25847176687629,0.156164325450031,0.279962987594356
"LI.M91","LI.M91","adhesion and migration, chemotaxis",30.8658175178076,12,0.61128878643246,1.28607572990865,0.157689432746588,0.281239916135667
"LI.M236","LI.M236","TBA",33.0746020839201,13,0.681355432670453,1.27210008015077,0.159944594503759,0.282628576346201
"LI.M35.0","LI.M35.0","signaling in T cells (I)",35.3384714040464,14,0.68223945746107,1.26208826443023,0.160227917056177,0.282628576346201
"LI.S5","LI.S5","DC surface signature",175.561442305321,79,0.576028862011642,1.11114836902102,0.160918582486132,0.282628576346201
"LI.M22.0","LI.M22.0","mismatch repair (I)",64.1762032555261,27,0.66595200970201,1.18844820843567,0.161836343353356,0.282804923233642
"LI.M21","LI.M21","cell adhesion (lymphocyte homing)",23.7649380943677,9,0.631135063379723,1.32027433857598,0.16288061727198,0.283199465206559
"LI.M103","LI.M103","cell cycle (III)",111.468793940385,49,0.614689605118427,1.13743667286107,0.166439724789119,0.287031730867929
"LI.M47.4","LI.M47.4","enriched in B cells (V)",28.262959897364,11,0.622765643447462,1.28467999533473,0.167129376014898,0.287031730867929
