"","ID","Title","cerno","N1","AUC","cES","P.Value","adj.P.Val"
"LI.M16","LI.M16","TLR and inflammatory signaling",162.634752279588,40,0.776016379058204,2.03293440349485,1.40251083262156e-07,3.23512498724707e-06
"LI.M7.0","LI.M7.0","enriched in T cells (I)",201.987067870655,56,0.722101516594282,1.80345596313084,4.00747533833922e-07,8.66616541915855e-06
"LI.M75","LI.M75","antiviral IFN signature",105.827633074555,22,0.849739724045483,2.40517347896715,5.22307202848492e-07,1.01608377091146e-05
"LI.M72.0","LI.M72.0","TBA",99.6884212928695,20,0.892832321132799,2.49221053232174,5.28598493537754e-07,1.01608377091146e-05
"LI.M32.7","LI.M32.7","TBA",69.7186272530666,11,0.91728453364817,3.16902851150303,7.32374444703391e-07,1.31938516448628e-05
"LI.M165","LI.M165","enriched in activated dendritic cells (II)",142.247866908152,35,0.754325262727914,2.03211238440217,7.62650384096113e-07,1.31938516448628e-05
"LI.M72.1","LI.M72.1","TBA",82.834247465255,16,0.903283812307193,2.58857023328922,2.19245576844725e-06,3.61233188515595e-05
"LI.M72.2","LI.M72.2","TBA",68.7385470710513,12,0.927638343236252,2.86410612796047,3.38912924204747e-06,5.33017598976556e-05
"LI.S0","LI.S0","T cell surface signature",111.102704049749,26,0.7516447820492,2.13659046249517,3.55117184893261e-06,5.34219765100297e-05
"LI.M32.4","LI.M32.4","CORO1A-DEF6 network (II)",74.7288784089864,14,0.875892364284091,2.66888851460666,3.96067555323758e-06,5.70997392258418e-05
"LI.M248","LI.M248","TBA",57.7743218735329,9,0.896803237884986,3.20968454852961,4.65981624788945e-06,6.449185687079e-05
"LI.M7.1","LI.M7.1","T cell activation (I)",163.832618588208,46,0.701689525788057,1.78078933248052,6.04589874632933e-06,8.04569602396134e-05
"LI.M213","LI.M213","regulation of transcription, transcription factors",82.2519594109939,17,0.875229704793524,2.41917527679394,7.05862335033057e-06,9.04549510820139e-05
"LI.M32.3","LI.M32.3","KLF12 targets network",78.110822065474,16,0.845378714076961,2.44096318954606,9.94776920167469e-06,0.00012292600513498
"LI.M215","LI.M215","small GTPase mediated signal transduction",73.6509070355028,15,0.784045547040741,2.45503023451676,1.54910378284576e-05,0.000184824106505046
"LI.M174","LI.M174","TBA",96.8347131215212,23,0.853792556105993,2.10510245916351,1.74975540193555e-05,0.000195581220714349
"LI.M127","LI.M127","type I interferon response",63.8752546791198,12,0.884035737091031,2.66146894496333,1.77703138223622e-05,0.000195581220714349
"LI.M32.5","LI.M32.5","TBA",73.1614797697547,15,0.808869117201368,2.43871599232516,1.80884365978588e-05,0.000195581220714349
"LI.M32.6","LI.M32.6","TBA",66.6891941070598,13,0.84105611253478,2.56496900411768,1.98769095006569e-05,0.000208406384461433
"LI.M192","LI.M192","TBA",63.3632680286079,12,0.840673939630075,2.64013616785866,2.10889926681373e-05,0.000214611513622809
"LI.M214","LI.M214","TBA",62.526686462886,12,0.891067891814669,2.60527860262025,2.78582339175984e-05,0.000275398541013973
"LI.M7.2","LI.M7.2","enriched in NK cells (I)",158.511538702025,47,0.694560096493,1.68629296491516,3.59696044222533e-05,0.00034570786472499
"LI.M128","LI.M128","TBA",57.8942481850902,11,0.881732585596222,2.63155673568592,4.55345613997732e-05,0.00042580968227896
"LI.M113","LI.M113","golgi membrane (I)",51.0046673576038,9,0.897604051684955,2.83359263097799,5.31287799298321e-05,0.000477835307506363
"LI.M101","LI.M101","phosphatidylinositol signaling system",63.6091321904638,13,0.870638453046402,2.44650508424861,5.38600491119889e-05,0.000477835307506363
"LI.M117","LI.M117","cell adhesion (GO)",86.7460666221217,21,0.735515550812725,2.06538253862194,5.97580594020555e-05,0.00051690721382778
"LI.M237","LI.M237","golgi membrane (II)",74.5963377418561,17,0.830121605049112,2.194009933584,7.21402837108548e-05,0.00060385487127389
"LI.M144","LI.M144","cell cycle, ATP binding",71.5420351920565,16,0.8692685500893,2.23568859975177,7.48908029473023e-05,0.00060385487127389
"LI.M4.3","LI.M4.3","myeloid cell enriched receptors and transporters",110.608729052349,30,0.793733147071245,1.84347881753915,7.62381723378599e-05,0.00060385487127389
"LI.M37.1","LI.M37.1","enriched in neutrophils (I)",157.523781108591,48,0.694068361343172,1.64087271988115,7.67907928787606e-05,0.00060385487127389
"LI.M161","LI.M161","TBA",61.0400226448731,13,0.874320010789911,2.34769317864897,0.000121345871393086,0.00093301492226684
"LI.M67","LI.M67","activated dendritic cells",53.8898436180471,11,0.846912632821724,2.44953834627487,0.000170465083394014,0.00127032527682557
"LI.M147","LI.M147","intracellular transport",71.5922866429645,17,0.827315481625527,2.10565548949896,0.000172558635869369,0.00127032527682557
"LI.M137","LI.M137","TBA",65.2244848398324,15,0.856273542018444,2.17414949466108,0.000205297809626285,0.00147985504438947
"LI.M153","LI.M153","TBA",65.0943326302614,15,0.826674459886565,2.16981108767538,0.000213335129051889,0.00150640723779497
"LI.M216","LI.M216","respiratory electron transport chain (mitochondrion)",52.8490060897458,11,0.758949232585596,2.4022275495339,0.00023839123487282,0.00164121095248895
"LI.M14","LI.M14","T cell differentiation",55.827174468439,12,0.722645215753758,2.32613226951829,0.000241912597043169,0.00164121095248895
"LI.M48","LI.M48","TBA",55.6045097489545,12,0.7895683842549,2.31685457287311,0.000259348281203535,0.00172566356339275
"LI.M19","LI.M19","T cell differentiation (Th2)",67.1198885817657,16,0.734461763273259,2.09749651818018,0.000273716790290689,0.00178690583850148
"LI.M219","LI.M219","respiratory electron transport chain (mitochondrion)",69.2086320618069,17,0.727869065402351,2.03554800181785,0.000338647211664808,0.00216373920691688
"LI.M55","LI.M55","TBA",54.6960758272061,12,0.850171001222983,2.27900315946692,0.000343946983758464,0.00216373920691688
"LI.M211","LI.M211","TBA",51.3383786532122,11,0.885661157024793,2.3335626660551,0.000385511337615965,0.00238190933598436
"LI.M23","LI.M23","RA, WNT, CSF receptors network (monocyte)",53.8243076006685,12,0.852714373843307,2.24267948336119,0.000449846047707432,0.00273064442994336
"LI.M129","LI.M129","inositol phosphate metabolism",56.6320220251827,13,0.825910273893909,2.17815469327626,0.000467482710546362,0.00278877616981106
"LI.M148","LI.M148","TBA",50.6623529906508,11,0.876889020070838,2.30283422684776,0.000476869246580035,0.0027965552426558
"LI.S10","LI.S10","Resting dendritic cell surface signature",206.418625099281,72,0.65504146017907,1.43346267430057,0.000503683141844963,0.00290457278463929
"LI.M120","LI.M120","TBA",50.3204305770739,11,0.737836481700118,2.28729229895791,0.00053071186226741,0.00301026728433646
"LI.M226","LI.M226","proteasome",53.0302866821669,12,0.842105263157895,2.20959527842362,0.000573174627489041,0.0031986842114711
"LI.M156.0","LI.M156.0","plasma cells & B cells, immunoglobulins",88.5518662579677,25,0.697241603326187,1.77103732515935,0.000637987723486593,0.00350386908454542
"LI.M185","LI.M185","TBA",55.4396360427553,13,0.860702742935355,2.13229369395213,0.000666209019943822,0.00360169251407129
"LI.M131","LI.M131","TBA",54.9322173323591,13,0.806281127146118,2.11277758970612,0.000773474864894862,0.00411726620390188
"LI.M5.1","LI.M5.1","T cell activation and signaling",79.665170204646,22,0.724946040350893,1.81057205010559,0.000797731876640063,0.00418204892905245
"LI.M180","LI.M180","TBA",48.5466962926849,11,0.832184179456907,2.20666801330386,0.000918372277839284,0.00474263892734914
"LI.M114.1","LI.M114.1","glycerophospholipid metabolism",48.3211607801213,11,0.784005312868949,2.19641639909642,0.000983896269583765,0.0050062957246468
"LI.M111.1","LI.M111.1","viral sensing & immunity; IRF2 targets network (II)",48.1477445216636,11,0.788326446280992,2.1885338418938,0.00103730796173232,0.00520157325738238
"LI.M81","LI.M81","enriched in myeloid cells and monocytes",111.461107285239,35,0.687955364105611,1.59230153264628,0.00119454765402913,0.00590447840420113
"LI.M40","LI.M40","complement and other receptors in DCs",53.3263981661725,13,0.698861564437251,2.05101531408356,0.00123324973619565,0.00597703596632073
"LI.M53","LI.M53","inflammasome receptors and signaling",50.4414230871937,12,0.776369903784755,2.1017259619664,0.00124377627044825,0.00597703596632073
"LI.M86.0","LI.M86.0","chemokines and inflammatory molecules in myeloid cells",69.7534250412414,19,0.658839958430761,1.83561644845372,0.0012753137608751,0.00602116600331268
"LI.M64","LI.M64","enriched in activated dendritic cells/monocytes",64.2945925364352,17,0.787158690195569,1.89101742754221,0.00128776382729809,0.00602116600331268
"LI.M7.3","LI.M7.3","T cell activation (II)",97.9830577757377,30,0.686651938966679,1.63305096292896,0.00142591603472341,0.00657822597352398
"LI.M109","LI.M109","receptors, cell migration",58.3430533965866,15,0.740827813135905,1.94476844655289,0.00145443076921691,0.0066214874493296
"LI.M150","LI.M150","innate antiviral response",49.7092864575441,12,0.763060488976915,2.07122026906434,0.00154158339928606,0.00692711501497373
"LI.M118.1","LI.M118.1","enriched in monocytes (surface)",63.3296254057397,17,0.767355367164727,1.86263604134528,0.00165860610124691,0.00735740655168501
"LI.M25","LI.M25","TLR8-BAFF network",43.46242612344,10,0.823694035907925,2.173121306172,0.00177521255916889,0.0077749815882587
"LI.M242","LI.M242","TBA",46.1482159604787,11,0.854858323494687,2.09764618002176,0.00189249725421953,0.00818505062449946
"LI.M138","LI.M138","enriched for ubiquitination",46.0448726646957,11,0.824607438016529,2.09294875748617,0.00195140198487704,0.00833561835515376
"LI.M87","LI.M87","transmembrane transport (I)",80.8862517488094,24,0.716838005218653,1.68513024476686,0.00208847260500491,0.00881233562599632
"LI.M44","LI.M44","T cell signaling and costimulation",42.6721075158648,10,0.783062238239018,2.13360537579324,0.0022583033327851,0.00941413196558607
"LI.M37.2","LI.M37.2","endoplasmic reticulum",67.2478409548441,19,0.75013332239406,1.76968002512748,0.00238886450099741,0.00983984663506076
"LI.M66","LI.M66","TBA",60.9337172667457,17,0.793407042624805,1.79216815490429,0.00306556884799439,0.0124786684871301
"LI.M59","LI.M59","CCR1, 7 and cell signaling",41.5434898964458,10,0.787143274569007,2.07717449482229,0.00317015474360915,0.0127543435033577
"LI.M13","LI.M13","innate activation by cytosolic DNA sensing",43.9636664034812,11,0.771381345926801,1.99834847288551,0.00358387533747634,0.0142531134111128
"LI.M250","LI.M250","spliceosome",43.8078861847501,11,0.756785714285714,1.99126755385228,0.00374793891419323,0.0147362143671688
"LI.M238","LI.M238","respiratory electron transport chain (mitochondrion)",60.0725570630772,17,0.772341059564697,1.76683991361992,0.00380346798798209,0.0147865159982225
"LI.M65","LI.M65","IL2, IL7, TCR network",38.0163745488613,9,0.724848314323024,2.11202080827007,0.00385407243526468,0.0148167673622398
"LI.M52","LI.M52","T cell activation (IV)",46.0336307579926,12,0.738170611599944,1.91806794824969,0.00438601079588026,0.016638780406124
"LI.M126","LI.M126","double positive thymocytes",51.4600910053678,14,0.748041321278974,1.83786039304885,0.00442418438544338,0.016638780406124
"LI.M95.0","LI.M95.0","enriched in antigen presentation (II)",76.8093241594489,24,0.731993211420405,1.60019425332185,0.00517540749086383,0.0192547418477299
"LI.M114.0","LI.M114.0","TBA",106.187625762855,36,0.695653037277733,1.47482813559521,0.005445379616155,0.0200436313530812
"LI.M60","LI.M60","lymphocyte generic cluster",58.559501208037,17,0.674124829512243,1.72233827082462,0.00551810181827468,0.0200975076749794
"LI.M71","LI.M71","enriched in antigen presentation (I)",61.0231502042842,18,0.733151834652176,1.69508750567456,0.0057125166254163,0.0205888620041046
"LI.M9","LI.M9","B cell development",42.1001437512045,11,0.661393152302243,1.91364289778202,0.00607867884467526,0.0216827101057489
"LI.M79","LI.M79","TBA",39.2207293012214,10,0.799873380734392,1.96103646506107,0.00625833791254022,0.0220957644667236
"LI.M139","LI.M139","lysosomal/endosomal proteins",41.8536748769251,11,0.796130460448642,1.90243976713296,0.00651086687092943,0.0227551508822382
"LI.M188","LI.M188","TBA",38.9717717668428,10,0.679016915035226,1.94858858834214,0.0067214758562409,0.0232563064625935
"LI.M45","LI.M45","leukocyte activation and migration",41.3565729081641,11,0.793161157024793,1.87984422309837,0.00747172306623156,0.0255961998110507
"LI.M111.0","LI.M111.0","viral sensing & immunity; IRF2 targets network (I)",57.1469101699345,17,0.737515711616854,1.68079147558631,0.00774699718649911,0.0262790296718499
"LI.M12","LI.M12","CD28 costimulation",38.1684337809864,10,0.777766955618324,1.90842168904932,0.00844517061661572,0.0283692139160101
"LI.M159","LI.M159","G protein mediated calcium signaling",37.9478986812288,10,0.776724781662933,1.89739493406144,0.00898626784753556,0.0298783275345669
"LI.M156.1","LI.M156.1","plasma cells, immunoglobulins",43.3513365014929,12,0.747957184757081,1.8063056875622,0.00906712251771538,0.0298783275345669
"LI.M33","LI.M33","inflammatory response",37.6628013090026,10,0.731034706665368,1.88314006545013,0.00973387559683512,0.031496651434944
"LI.M43.1","LI.M43.1","myeloid, dendritic cell activation via NFkB (II)",48.3837178133342,14,0.747264343929604,1.72798992190479,0.00974029394086419,0.031496651434944
"LI.M168","LI.M168","enriched in dendritic cells",56.0910660022239,17,0.712459264409797,1.64973723535953,0.00993002419853601,0.0317997246367234
"LI.M229","LI.M229","TBA",40.2827723327515,11,0.801827036599764,1.83103510603416,0.0100178323277539,0.0317997246367234
"LI.M132","LI.M132","recruitment of neutrophils",34.7660001822996,9,0.720151649604283,1.9314444545722,0.0101140927341272,0.0318134189637091
"LI.M49","LI.M49","transcription regulation in cell development",126.086343512202,46,0.650454709261654,1.37050373382829,0.0106142190172752,0.032790719130518
"LI.M204.1","LI.M204.1","chaperonin mediated protein folding (II)",37.3521654917416,10,0.747053667088731,1.86760827458708,0.0106143368283758,0.032790719130518
"LI.M11.1","LI.M11.1","blood coagulation",68.2153552314965,22,0.735854599783276,1.55034898253401,0.0110992016975769,0.0339851662598371
"LI.M21","LI.M21","cell adhesion (lymphocyte homing)",34.3261144893773,9,0.70662078220029,1.90700636052096,0.0114767448856934,0.034832927460087
"LI.M203","LI.M203","TBA",44.9183605191748,13,0.802005125207931,1.72762925073749,0.0120161357058543,0.0361528952541354
"LI.M157","LI.M157","enriched in NK cells (III)",44.7328124071134,13,0.694428209624002,1.72049278488898,0.0125906738494595,0.0375549409647671
"LI.M76","LI.M76","DNA repair",67.2294763362772,22,0.624414268378022,1.5279426440063,0.0136286091799596,0.0403034083441539
"LI.M124","LI.M124","enriched in membrane proteins",56.8366362058906,18,0.710630482396793,1.57879545016363,0.0149166875017486,0.0437387616576696
"LI.M43.0","LI.M43.0","myeloid, dendritic cell activation via NFkB (I)",49.1354656880352,15,0.67553361908473,1.63784885626784,0.0152254911234677,0.044269075031259
"LI.M105","LI.M105","TBA",54.1837372807527,17,0.736274064084295,1.59363933178684,0.0153631227633411,0.0442970039676334
"LI.M73","LI.M73","enriched in monocytes (III)",38.4835405127781,11,0.760563754427391,1.74925184148992,0.0161599258001503,0.0462093746020825
"LI.M4.5","LI.M4.5","mitotic cell cycle in stimulated CD4 T cells",92.7386938100825,33,0.660007049506042,1.40513172439519,0.0166865675030722,0.0473241996398604
"LI.M7.4","LI.M7.4","T cell activation (III)",46.1114221199184,14,0.739810000046387,1.6468365042828,0.0169710222550216,0.0477396235791663
"LI.M56","LI.M56","suppression of MAPK signaling",40.8228270775079,12,0.769513620572096,1.7009511282295,0.0174179838192049,0.0486017935600396
"LI.M245","LI.M245","translation initiation factor 3 complex",43.3260686491337,13,0.715770754344688,1.66638725573591,0.0178407187791467,0.0493831095806781
"LI.M61.2","LI.M61.2","enriched in NK cells (receptor activation)",45.2328109536135,14,0.578080425273334,1.61545753405763,0.0208933843201313,0.0573738966251224
"LI.M194","LI.M194","TBA",42.5621921572233,13,0.758630680313906,1.63700739066244,0.0214663809904876,0.0584832112024309
"LI.M10.0","LI.M10.0","E2F1 targets (Q3)",88.7615055483915,32,0.65239388056792,1.38689852419362,0.0220016270396551,0.0594731480915678
"LI.S11","LI.S11","Activated (LPS) dendritic cell surface signature",100.291557686473,37,0.617196158919692,1.35529132008748,0.0226812034084592,0.0608348556536967
"LI.M243","LI.M243","TBA",39.6197122702705,12,0.737091031094083,1.65082134459461,0.0234857889121269,0.0621135561209669
"LI.M28","LI.M28","antigen presentation (lipids and proteins)",37.0232949393173,11,0.665631641086187,1.68287704269624,0.0235169822307707,0.0621135561209669
"LI.M47.3","LI.M47.3","enriched in B cells (IV)",39.3868380746842,12,0.672662532333301,1.64111825311184,0.0248616794333944,0.0651677354845034
"LI.M3","LI.M3","regulation of signal transduction",118.099612169153,45,0.62499079069969,1.31221791299059,0.0251323264797604,0.0653818418195272
"LI.M91","LI.M91","adhesion and migration, chemotaxis",39.2268239766558,12,0.657256187971471,1.63445099902733,0.0258489590717482,0.0667443271554097
"LI.M119","LI.M119","enriched in activated dendritic cells (I)",36.4003774676971,11,0.706877213695395,1.65456261216805,0.027496552761424,0.0702150028465769
"LI.M179","LI.M179","enriched for TF motif PAX3",33.7874515926414,10,0.789393201519431,1.68937257963207,0.027598960656458,0.0702150028465769
"LI.M145.0","LI.M145.0","cytoskeleton/actin (SRF transcription targets)",48.895723236147,16,0.685872300698165,1.52799135112959,0.0283962797090565,0.0710477548718618
"LI.M231","LI.M231","respiratory electron transport chain (mitochondrion)",36.2585875176525,11,0.675793978748524,1.64811761443875,0.0284835440257303,0.0710477548718618
"LI.M205","LI.M205","TBA",36.2231226251076,11,0.766340023612751,1.64650557386853,0.0287353634944398,0.0710477548718618
"LI.M95.1","LI.M95.1","enriched in antigen presentation (III)",48.838856048299,16,0.733881311901283,1.52621425150934,0.0287476464799441,0.0710477548718618
"LI.M68","LI.M68","RIG-1 like receptor signaling",33.5264743462455,10,0.739336385182299,1.67632371731227,0.0295121335284218,0.0724198453959855
"LI.M11.2","LI.M11.2","formyl peptide receptor mediated neutrophil response",30.6060831054568,9,0.779617485156087,1.70033795030316,0.0319546039509755,0.0778612180777289
"LI.M86.1","LI.M86.1","proinflammatory dendritic cell, myeloid cell response",40.8306685961838,13,0.620157652594824,1.57041033062246,0.0322729277791956,0.0780869441370747
"LI.M201","LI.M201","TBA",53.0745238037355,18,0.696512915994616,1.47429232788154,0.033129208889589,0.0796021269152624
"LI.M190","LI.M190","TBA",35.5329839991948,11,0.727104486422668,1.61513563632703,0.0340523636551605,0.0812559849978313
"LI.M47.0","LI.M47.0","enriched in B cells (I)",115.153405532558,45,0.587050640317233,1.27948228369509,0.0381376821688715,0.0903810824002024
"LI.M163","LI.M163","enriched in neutrophils (II)",42.3436848983959,14,0.714327462322397,1.512274460657,0.0402305196131614,0.0946922434432233
"LI.M196","LI.M196","platelet activation - actin binding",49.5326950823455,17,0.700720919659674,1.45684397301016,0.0415139776715982,0.0970529477998175
"LI.M177.0","LI.M177.0","TBA",86.9463315305603,33,0.642164710330283,1.31736865955394,0.0430545819118381,0.0999790962516509
"LI.M121","LI.M121","TBA",31.9024019913568,10,0.613642414207331,1.59512009956784,0.044349440558395,0.102299376221364
"LI.M171","LI.M171","heme biosynthesis (I)",34.2106191735004,11,0.682116292798111,1.55502814425002,0.046754107054504,0.107131927422903
"LI.M61.0","LI.M61.0","enriched in NK cells (II)",56.0654536466689,20,0.614890714819265,1.40163634116672,0.0472273038220573,0.10750425738442
"LI.M181","LI.M181","nucleotide metabolism",29.0445813059953,9,0.704319344342719,1.61358785033307,0.0478369292861958,0.108180245313881
"LI.M74","LI.M74","transcriptional targets of glucocorticoid receptor",36.5475919081581,12,0.715688821065619,1.52281632950659,0.0485213113779293,0.109015413875088
"LI.M4.13","LI.M4.13","cell junction (GO)",34.0146403338992,11,0.719876033057851,1.54612001517724,0.0489561639457686,0.109282791775716
"LI.M84","LI.M84","integrins and cell adhesion",31.3968145873671,10,0.711726891984026,1.56984072936835,0.0501650692935639,0.111263551125469
"LI.M227","LI.M227","translation initiation",31.1870337967924,10,0.754767702347326,1.55935168983962,0.0527692238243287,0.11585889077794
"LI.M47.2","LI.M47.2","enriched in B cells (III)",62.5053108874053,23,0.642424208189526,1.35881110624794,0.0529066611066895,0.11585889077794
"LI.M34","LI.M34","cytoskeletal remodeling (enriched for SRF targets)",31.1006607133509,10,0.658400701275933,1.55503303566754,0.0538755164954999,0.11723854532983
"LI.M39","LI.M39","integrin mediated leukocyte migration",30.4831822314795,10,0.679279893509951,1.52415911157397,0.0623935876168594,0.134926133221458
"LI.M234","LI.M234","transcription elongation, RNA polymerase II",37.8255920668672,13,0.708080444784127,1.45483046411028,0.0628555324658542,0.135080833746494
"LI.M31","LI.M31","cell cycle and growth arrest",34.9603715540271,12,0.661160535515222,1.45668214808446,0.0689906077727145,0.147350310428143
"LI.M177.1","LI.M177.1","TBA",37.1931065024778,13,0.59791594858807,1.43050409624915,0.0718116402089941,0.152434524615411
"LI.M46","LI.M46","cell division stimulated CD4+ T cells",66.7700820532935,26,0.648603840531727,1.28404003948641,0.0816236714197144,0.172206038483056
"LI.S1","LI.S1","NK cell surface signature",106.988604906865,44,0.573085241861853,1.21577960121438,0.0824028165158723,0.172796209178738
"LI.S6","LI.S6","CD4 T cell surface signature Th1-stimulated",24.2329884626594,8,0.676192254001234,1.51456177891621,0.0845378378005151,0.176205372764929
"LI.M160","LI.M160","leukocyte differentiation",40.7779821754872,15,0.613038489847166,1.35926607251624,0.0906541204302495,0.187440772824145
"LI.M218","LI.M218","TBA",40.7316021227436,15,0.717324760791445,1.35772007075812,0.0914542944773659,0.187440772824145
"LI.M37.3","LI.M37.3","cell division",28.8107361371933,10,0.694493685269959,1.44053680685966,0.0915534410615043,0.187440772824145
"LI.M169","LI.M169","mitosis (TF motif CCAATNNSNNNGCG)",38.2688664598169,14,0.694582960306894,1.36674523070775,0.0934191616839753,0.190135470250914
"LI.S7","LI.S7","CD4 T cell surface signature Th2-stimulated",33.4550479835724,12,0.587640832494562,1.39396033264885,0.0948302439666791,0.191878739254216
"LI.M24","LI.M24","cell activation (IL15, IL23, TNF)",40.0077484145136,15,0.563397843875828,1.33359161381712,0.104714294527501,0.210646197130902
"LI.M246","LI.M246","TBA",30.4888109965491,11,0.565103305785124,1.38585504529768,0.107059654921321,0.214119309842643
"LI.M223","LI.M223","enriched in T cells (II)",32.4137638759821,12,0.61329372165763,1.35057349483259,0.117059639509966,0.232773765922117
"LI.M106.0","LI.M106.0","nuclear pore complex",43.71867278473,17,0.696961592976477,1.28584331719794,0.122796132539467,0.242785496335175
"LI.M62.0","LI.M62.0","T & B cell development, activation",92.3233099717345,39,0.570418662320391,1.1836321791248,0.127999158438228,0.250788041751398
"LI.M4.12","LI.M4.12","C-MYC transcriptional network",31.9271473277532,12,0.635104494734678,1.33029780532305,0.128809598870555,0.250788041751398
"LI.M4.14","LI.M4.14","Rho GTPase cycle",27.2262375653999,10,0.714009285412811,1.36131187826999,0.129018125525286,0.250788041751398
"LI.M145.1","LI.M145.1","cytoskeleton/actin (SRF transcription targets)",36.5021011251165,14,0.634688443679579,1.30364646875416,0.130252813839401,0.251773595466104
"LI.M106.1","LI.M106.1","nuclear pore complex (mitosis)",29.4456826453489,11,0.723465171192444,1.33844012024313,0.132570983960554,0.252640496725308
"LI.M58","LI.M58","B cell development/activation",29.4411323447505,11,0.636800472255018,1.33823328839775,0.132692119925214,0.252640496725308
"LI.M97","LI.M97","enriched for SMAD2/3 signaling",27.0658934442667,10,0.614915100159086,1.35329467221333,0.133420291170699,0.252640496725308
"LI.M4.15","LI.M4.15","enriched in monocytes (I)",27.0586490780807,10,0.630018505892666,1.35293245390403,0.133621996822923,0.252640496725308
"LI.M104","LI.M104","TBA",26.8712488895519,10,0.63845979026655,1.3435624444776,0.138925329617572,0.25985247753986
"LI.M18","LI.M18","T cell differentiation via ITK and PKC",29.2108624026261,11,0.658149350649351,1.32776647284664,0.138938463424491,0.25985247753986
"LI.M193","LI.M193","TBA",26.6448807092452,10,0.672926203694685,1.33224403546226,0.145553870411164,0.27076150087238
"LI.M69","LI.M69","enriched in B cells (VI)",49.3781214854398,20,0.559022116852327,1.23445303713599,0.146976737483858,0.271946262938047
"LI.M30","LI.M30","cell movement, Adhesion & Platelet activation",48.7204395604999,20,0.615347016985483,1.2180109890125,0.162233524599522,0.297218712156282
"LI.M4.8","LI.M4.8","cell division - E2F transcription network",46.4905314005111,19,0.662925093325676,1.22343503685555,0.162353573981321,0.297218712156282
"LI.M232","LI.M232","enriched for TF motif TNCATNTCCYR",32.9495947497607,13,0.672893344722684,1.26729210576003,0.163565375236653,0.297861157009905
"LI.M212","LI.M212","purine nucleotide biosynthesis",30.44091519223,12,0.640012662748791,1.26837146634292,0.170564997245845,0.307886616254456
"LI.M50","LI.M50","CD1 and other DC receptors",25.8491980789106,10,0.64465114769001,1.29245990394553,0.170850376649871,0.307886616254456
"LI.M62.1","LI.M62.1","enriched for unknown TF motif CTCNANGTGNY",25.660636247941,10,0.600405830979514,1.28303181239705,0.177314786205369,0.317880393922579
"LI.M241","LI.M241","TBA",20.8530307842571,8,0.617573775281628,1.30331442401607,0.184229358882593,0.328400512557797
"LI.M230","LI.M230","cell cycle, mitotic phase",27.7219130111993,11,0.624507083825266,1.26008695505451,0.18508121372477,0.328400512557797
"LI.M198","LI.M198","TBA",29.8712769039605,12,0.651931339762113,1.24463653766502,0.189054834006892,0.333739655950941
"LI.M2.1","LI.M2.1","extracellular matrix (II)",101.529811652298,45,0.547673839086437,1.12810901835886,0.190947391691001,0.334105299663555
"LI.M209","LI.M209","lysosome",20.6787236964998,8,0.64494123948966,1.29242023103124,0.191193206165849,0.334105299663555
"LI.M199","LI.M199","platelet activation & blood coagulation",32.0276939487142,13,0.614048364778932,1.23183438264285,0.192207442133887,0.334189824011683
"LI.M70.1","LI.M70.1","TBA",25.1017739030108,10,0.599938313691114,1.25508869515054,0.197565197578258,0.340448840040949
"LI.S5","LI.S5","DC surface signature",172.884208735269,79,0.578649723127009,1.09420385275486,0.197775193202979,0.340448840040949
