"","ID","Title","cerno","N1","AUC","cES","P.Value","adj.P.Val"
"LI.M89.0","LI.M89.0","putative targets of PAX3",54.6915322299479,16,0.651672349407371,1.70911038218587,0.00748324616317423,0.0375246836588157
"LI.M165","LI.M165","enriched in activated dendritic cells (II)",101.862716799367,35,0.637052062831891,1.45518166856238,0.00772432972704308,0.0381802583650987
"LI.M68","LI.M68","RIG-1 like receptor signaling",38.1929981111479,10,0.779818837050745,1.90964990555739,0.00838682582182212,0.0398301735571311
"LI.M181","LI.M181","nucleotide metabolism",35.3936556167823,9,0.81896197216631,1.96631420093235,0.00842993296990946,0.0398301735571311
"LI.M140","LI.M140","extracellular matrix, complement",48.9567129693328,14,0.66672774249811,1.74845403461903,0.00843544640148451,0.0398301735571311
"LI.M111.0","LI.M111.0","viral sensing & immunity; IRF2 targets network (I)",56.7454294757565,17,0.755189131572613,1.66898321987519,0.00851859203245001,0.0398301735571311
"LI.M56","LI.M56","suppression of MAPK signaling",43.5179639291283,12,0.781686634847452,1.81324849704701,0.00867561181430878,0.0400234891700112
"LI.M4.3","LI.M4.3","myeloid cell enriched receptors and transporters",88.8144790296913,30,0.701132733396143,1.48024131716152,0.00920975591696729,0.0418385020576006
"LI.M37.1","LI.M37.1","enriched in neutrophils (I)",131.595737737087,48,0.624503597395139,1.37078893476132,0.0093108805157088,0.0418385020576006
"LI.M186","LI.M186","TBA",37.7595811916366,10,0.569127625726437,1.88797905958183,0.00947380950267351,0.0420248472810902
"LI.M20","LI.M20","AP-1 transcription factor network",50.6235245759101,15,0.678953976706932,1.687450819197,0.0106737762003532,0.0467484375357242
"LI.M129","LI.M129","inositol phosphate metabolism",45.2430403203852,13,0.762204838476025,1.74011693539943,0.0110686786826277,0.0475263569478185
"LI.M33","LI.M33","inflammatory response",37.1824765568858,10,0.777786435505341,1.85912382784429,0.0111261124646627,0.0475263569478185
"LI.M38","LI.M38","chemokines and receptors",39.581710196097,11,0.761608618654073,1.79916864527714,0.0120938084919422,0.0508075356017215
"LI.M61.2","LI.M61.2","enriched in NK cells (receptor activation)",47.4783418270045,14,0.72755463194467,1.69565506525016,0.0121879348408754,0.0508075356017215
"LI.M136","LI.M136","TBA",52.4346901062695,16,0.668154327001137,1.63858406582092,0.0128091103207193,0.0524556300880511
"LI.M47.1","LI.M47.1","enriched in B cells (II)",94.2136640170516,33,0.668908527736262,1.42747975783412,0.012886498721053,0.0524556300880511
"LI.M79","LI.M79","TBA",36.5951524979954,10,0.657715658582514,1.82975762489977,0.0130801394139169,0.0525160112267389
"LI.M112.0","LI.M112.0","complement activation (I)",54.8532583917124,17,0.59160684472529,1.61333112916801,0.0132048929963188,0.0525160112267389
"LI.M12","LI.M12","CD28 costimulation",36.414707218145,10,0.785633583325217,1.82073536090725,0.0137416476750216,0.0540296601767893
"LI.M242","LI.M242","TBA",39.0000768742191,11,0.778627508854782,1.77273076700996,0.0141116887526056,0.0548611720045116
"LI.M198","LI.M198","TBA",41.6032676913427,12,0.738181434462158,1.73346948713928,0.0142887798018467,0.0549324201270994
"LI.M153","LI.M153","TBA",49.1795694955082,15,0.718634454691085,1.63931898318361,0.015068288745223,0.0572926143499688
"LI.M241","LI.M241","TBA",30.5271389699021,8,0.720181475830276,1.90794618561888,0.0154531946907468,0.0581174495978087
"LI.M163","LI.M163","enriched in neutrophils (II)",46.2699037739707,14,0.706177317827803,1.6524965633561,0.0163395893580202,0.0607903001922043
"LI.M36","LI.M36","T cell surface, activation",40.9988649099379,12,0.687511499291103,1.70828603791408,0.0166617391147418,0.0613293801457517
"LI.M44","LI.M44","T cell signaling and costimulation",35.5368388687803,10,0.711379500665563,1.77684194343901,0.0174245537894737,0.0632271089727451
"LI.M32.7","LI.M32.7","TBA",38.1678947092413,11,0.733013577331759,1.73490430496551,0.0175427816802992,0.0632271089727451
"LI.M235","LI.M235","mitochondrial cluster",53.448029409721,17,0.722793592334641,1.5720008649918,0.0181016749649561,0.0639706920425007
"LI.M161","LI.M161","TBA",43.2626707029908,13,0.776061882140199,1.66394887319195,0.018118866532269,0.0639706920425007
"LI.M200","LI.M200","antigen processing and presentation",29.6380516586206,8,0.796785215725741,1.85237822866379,0.0199721611437867,0.0698016945025274
"LI.M63","LI.M63","regulation of localization (GO)",40.2231069938047,12,0.706262108077102,1.67596279140853,0.0202363168744179,0.0700176563854858
"LI.M72.1","LI.M72.1","TBA",50.3316408123299,16,0.738551307030362,1.57286377538531,0.0207062795292691,0.070934383337892
"LI.M109","LI.M109","receptors, cell migration",47.7499069393916,15,0.742291206650214,1.59166356464639,0.0209945313416993,0.0712167435708623
"LI.M226","LI.M226","proteasome",39.783161196052,12,0.768726257346018,1.65763171650217,0.0225617333906968,0.0757899005163211
"LI.M92","LI.M92","lipid metabolism, endoplasmic reticulum",34.4547600721951,10,0.64548553618389,1.72273800360976,0.0232080482028912,0.0772113911365419
"LI.M111.1","LI.M111.1","viral sensing & immunity; IRF2 targets network (II)",36.5954967567531,11,0.780779220779221,1.6634316707615,0.0261888950496852,0.0857681181011668
"LI.M147","LI.M147","intracellular transport",51.7332143377336,17,0.716948297796744,1.5215651275804,0.0262757818460222,0.0857681181011668
"LI.M100","LI.M100","MAPK, RAS signaling",33.7992507154285,10,0.763679750657446,1.68996253577143,0.0275151816445611,0.0881860791434997
"LI.M62.0","LI.M62.0","T & B cell development, activation",103.688950527581,39,0.595022281328014,1.32934551958437,0.0275262905997051,0.0881860791434997
"LI.M215","LI.M215","small GTPase mediated signal transduction",46.3729349997611,15,0.689793046716024,1.54576449999204,0.0286207323931174,0.0908511321836571
"LI.M72.0","LI.M72.0","TBA",58.2905374105844,20,0.719171186385632,1.45726343526461,0.0308232708573852,0.0969531974241389
"LI.M35.0","LI.M35.0","signaling in T cells (I)",43.2406558461717,14,0.685147904016625,1.54430913736327,0.0329850038692468,0.102818120169003
"LI.M145.0","LI.M145.0","cytoskeleton/actin (SRF transcription targets)",48.1475365624122,16,0.603115359636305,1.50461051757538,0.0333396986890769,0.102995854878756
"LI.M67","LI.M67","activated dendritic cells",35.5752054041435,11,0.729787485242031,1.61705479109743,0.0337033329269028,0.103197815864676
"LI.M114.0","LI.M114.0","TBA",94.9007798629723,36,0.609025182778229,1.31806638698573,0.0366340591769412,0.111187583115979
"LI.M159","LI.M159","G protein mediated calcium signaling",32.5655538241536,10,0.692980747378332,1.62827769120768,0.0376324517630902,0.113224594000254
"LI.M101","LI.M101","phosphatidylinositol signaling system",40.0156757207359,13,0.704596202550615,1.53906445079754,0.0388740655899298,0.115951954259618
"LI.M146","LI.M146","MHC-TLR7-TLR8 cluster",49.804602542155,17,0.689891842948779,1.46484125123985,0.0392843480422673,0.116174225834397
"LI.M204.1","LI.M204.1","chaperonin mediated protein folding (II)",32.2293382293204,10,0.724892048959449,1.61146691146602,0.0409150615961132,0.119971282307247
"LI.M132","LI.M132","recruitment of neutrophils",29.579861272291,9,0.720649452777237,1.64332562623839,0.0417369076099048,0.121352689353168
"LI.M10.0","LI.M10.0","E2F1 targets (Q3)",84.6311975262889,32,0.6449842018909,1.32236246134826,0.0431417330428706,0.124391996940277
"LI.M232","LI.M232","enriched for TF motif TNCATNTCCYR",39.4603248443079,13,0.715663354763296,1.51770480170415,0.0440321913034456,0.125910232983406
"LI.M157","LI.M157","enriched in NK cells (III)",39.3694028053484,13,0.723401119952844,1.51420780020571,0.044931768124497,0.127429440746524
"LI.M123","LI.M123","enriched in B cell differentiation",34.2093158999425,11,0.713479929161747,1.55496890454284,0.0467684576246813,0.131560051529591
"LI.M119","LI.M119","enriched in activated dendritic cells (I)",33.8952806948778,11,0.711455135773318,1.5406945770399,0.0503415776108107,0.140469240752746
"LI.S11","LI.S11","Activated (LPS) dendritic cell surface signature",94.9651392967396,37,0.573480772642403,1.28331269319918,0.0508411547106686,0.140728316239131
"LI.M45","LI.M45","leukocyte activation and migration",33.7439478471506,11,0.64883412042503,1.53381581123412,0.0521475223865861,0.143198751950467
"LI.M228","LI.M228","olfactory receptors",31.1436856948485,10,0.530083438849388,1.55718428474242,0.0533219190534059,0.145270740098255
"LI.M171","LI.M171","heme biosynthesis (I)",33.4222788122583,11,0.671499409681228,1.51919449146628,0.056175670089673,0.151849858211147
"LI.M103","LI.M103","cell cycle (III)",120.716786173154,49,0.626927736181268,1.23180394054239,0.0595382020583072,0.159691611722281
"LI.M4.10","LI.M4.10","cell cycle (II)",38.0292601282371,13,0.665502754924146,1.46266385108604,0.0601836362816824,0.160181062718939
"LI.M227","LI.M227","translation initiation",30.4725190661205,10,0.743066783545989,1.52362595330603,0.0625504435935193,0.163911925554727
"LI.M97","LI.M97","enriched for SMAD2/3 signaling",30.4347261554402,10,0.612061296711146,1.52173630777201,0.0631091436410076,0.163911925554727
"LI.M10.1","LI.M10.1","E2F1 targets (Q4)",56.7967668730261,21,0.658967815771973,1.35230397316729,0.0633583445135972,0.163911925554727
"LI.M17.0","LI.M17.0","Hox cluster I",40.1986846851056,14,0.628082976542242,1.43566731018234,0.0634803411107903,0.163911925554727
"LI.M27.0","LI.M27.0","chemokine cluster (I)",68.2773509677495,26,0.542581926762534,1.31302598014903,0.0644425658464283,0.164447556246868
"LI.M120","LI.M120","TBA",32.8071668401488,11,0.68547225501771,1.4912348563704,0.0646383458080176,0.164447556246868
"LI.M47.2","LI.M47.2","enriched in B cells (III)",61.0632907924024,23,0.651750258429315,1.3274628433131,0.067633355060373,0.170811247086781
"LI.M61.0","LI.M61.0","enriched in NK cells (II)",53.9547025902881,20,0.640307232632912,1.3488675647572,0.0692705610558,0.173678363226861
"LI.M30","LI.M30","cell movement, Adhesion & Platelet activation",53.6641153086919,20,0.606966321327661,1.3416028827173,0.0728958826370299,0.181453060377067
"LI.M53","LI.M53","inflammasome receptors and signaling",34.6383590442141,12,0.698374947238547,1.44326496017559,0.073946272075033,0.182752929556867
"LI.M29","LI.M29","proinflammatory cytokines and chemokines",29.7216665881424,10,0.600948021168144,1.48608332940712,0.0744909398288314,0.182793370076423
"LI.M59","LI.M59","CCR1, 7 and cell signaling",29.6907055614332,10,0.68464660238304,1.48453527807166,0.0750227523880474,0.182801917790594
"LI.M22.0","LI.M22.0","mismatch repair (I)",69.4998919536708,27,0.673923923923924,1.28703503617909,0.0761368933566992,0.183167827842228
"LI.M21","LI.M21","cell adhesion (lymphocyte homing)",27.1213792431951,9,0.583378424200449,1.50674329128862,0.0767468548342446,0.183167827842228
"LI.M4.12","LI.M4.12","C-MYC transcriptional network",34.4635611370776,12,0.659753563427384,1.4359817140449,0.0767610839223211,0.183167827842228
"LI.M46","LI.M46","cell division stimulated CD4+ T cells",67.0742654960299,26,0.644628377956297,1.2898897210775,0.0778824534520543,0.183787817106235
"LI.M87","LI.M87","transmembrane transport (I)",62.4494565200561,24,0.625272030402443,1.30103034416784,0.0785547461062315,0.183787817106235
"LI.M4.1","LI.M4.1","cell cycle (I)",311.980116669052,139,0.594106874125113,1.12223063550019,0.078647994621518,0.183787817106235
"LI.M3","LI.M3","regulation of signal transduction",109.52969765501,45,0.5898806041301,1.21699664061122,0.0791456206613556,0.183787817106235
"LI.M96","LI.M96","Hox cluster V",29.3347604627651,10,0.598853933313853,1.46673802313826,0.0813740119722828,0.187702720949399
"LI.M11.2","LI.M11.2","formyl peptide receptor mediated neutrophil response",26.7216484309038,9,0.692155632029666,1.4845360239391,0.0843663735380118,0.192838814706712
"LI.M71","LI.M71","enriched in antigen presentation (I)",48.1580528391928,18,0.672741279583744,1.33772368997758,0.0847153174434111,0.192838814706712
"LI.M173","LI.M173","erythrocyte differentiation",38.7327843786545,14,0.598096289527273,1.38331372780909,0.0853175415138606,0.192940322639188
"LI.M4.5","LI.M4.5","mitotic cell cycle in stimulated CD4 T cells",81.8719452046793,33,0.649653333648395,1.24048401825272,0.0899509592926256,0.202097609839276
"LI.M11.1","LI.M11.1","blood coagulation",56.900608128011,22,0.64037333286091,1.29319563927298,0.0918400463466182,0.203702581722015
"LI.M80","LI.M80","TBA",52.3159373107927,20,0.585198596992628,1.30789843276982,0.0918427825105041,0.203702581722015
"LI.M131","LI.M131","TBA",35.7227830443493,13,0.633360308111915,1.37395319401344,0.096886423980031,0.213049546311866
"LI.M4.13","LI.M4.13","cell junction (GO)",30.942965422136,11,0.718152302243211,1.40649842827891,0.0972885211481929,0.213049546311866
"LI.M81","LI.M81","enriched in myeloid cells and monocytes",85.6195105476694,35,0.608702514018345,1.22313586496671,0.0988052591467026,0.215010186570812
"LI.M86.1","LI.M86.1","proinflammatory dendritic cell, myeloid cell response",35.5170157848949,13,0.663189917427206,1.3660390686498,0.100915559606341,0.218229897648713
"LI.M151","LI.M151","TBA",28.2508575336311,10,0.599051978831856,1.41254287668155,0.103592779027187,0.222627959896936
"LI.M15","LI.M15","Ran mediated mitosis",35.2807580833635,13,0.653483992467043,1.35695223397552,0.105710467004216,0.22504679529918
"LI.M95.1","LI.M95.1","enriched in antigen presentation (III)",42.2607846404047,16,0.643336986523786,1.32064952001265,0.106019155010885,0.22504679529918
"LI.M128","LI.M128","TBA",30.2700399048459,11,0.651880165289256,1.37591090476572,0.112047350976234,0.236392581937665
"LI.M189","LI.M189","extracellular region cluster (GO)",41.7091749387348,16,0.547320993667803,1.30341171683546,0.116938695244361,0.244870605891836
"LI.M209","LI.M209","lysosome",22.8617231394098,8,0.712495536149076,1.42885769621311,0.11748127334695,0.244870605891836
"LI.M89.1","LI.M89.1","putative targets of PAX3",27.5440350572105,10,0.614697574754066,1.37720175286053,0.12064000564301,0.249948754206475
"LI.M180","LI.M180","TBA",29.8542434099287,11,0.669256198347107,1.35701106408767,0.12205031906584,0.251365538076075
"LI.M76","LI.M76","DNA repair",54.724638346171,22,0.659599502774013,1.24374178059479,0.128925602524778,0.263134608809245
"LI.M13","LI.M13","innate activation by cytosolic DNA sensing",29.5703735783035,11,0.656198347107438,1.34410788992288,0.129285790455409,0.263134608809245
"LI.M182","LI.M182","enriched in DNA interacting proteins",31.8206597757713,12,0.619676504648419,1.32586082399047,0.131502642934636,0.266081371084117
"LI.M185","LI.M185","TBA",34.0754058863725,13,0.644762147392188,1.31059253409125,0.133136203031589,0.267820501447267
"LI.M48","LI.M48","TBA",31.5966965965091,12,0.675979739601935,1.31652902485455,0.137312692522989,0.274625385045978
"LI.M167","LI.M167","enriched in cell cycle",38.3985283178752,15,0.655598129627224,1.27995094392917,0.139783337229429,0.274953268950298
"LI.M214","LI.M214","TBA",31.4954821347996,12,0.648703421106746,1.31231175561665,0.140004126012036,0.274953268950298
"LI.M172","LI.M172","enriched for TF motif TTCNRGNNNNTTC",26.8173777084652,10,0.536404662186293,1.34086888542326,0.140480565966866,0.274953268950298
"LI.M137","LI.M137","TBA",38.3627986453734,15,0.679412910767632,1.27875995484578,0.140655284983245,0.274953268950298
"LI.M93","LI.M93","TBA",26.7448823269059,10,0.673981364241421,1.3372441163453,0.142595322140949,0.277179671127911
"LI.M78","LI.M78","myeloid cell cytokines, metallopeptidases and laminins",29.0137383647647,11,0.598769185360094,1.31880628930748,0.144468971841861,0.27925287294572
"LI.M138","LI.M138","enriched for ubiquitination",28.9579472289967,11,0.663538961038961,1.31627032859076,0.146065352419857,0.280770066318169
"LI.M193","LI.M193","TBA",26.5691774093986,10,0.642235641699945,1.32845887046993,0.147825710301425,0.282583954498856
"LI.M4.15","LI.M4.15","enriched in monocytes (I)",26.3670861141161,10,0.665358267588715,1.3183543057058,0.154027568629981,0.292821641461393
"LI.M25","LI.M25","TLR8-BAFF network",26.29325923328,10,0.674789779552612,1.314662961664,0.156343425599348,0.29560013801844
"LI.M32.6","LI.M32.6","TBA",33.1174775979507,13,0.628652210183478,1.27374913838272,0.158716925400115,0.296892902835811
"LI.M57","LI.M57","immuregulation - monocytes, T and B cells",33.0736616101832,13,0.588604654647904,1.27206390808397,0.159971604512657,0.296892902835811
"LI.M148","LI.M148","TBA",28.4904599119534,11,0.654542502951594,1.29502090508879,0.15999109968028,0.296892902835811
"LI.M237","LI.M237","golgi membrane (II)",42.0954333609893,17,0.623631799930468,1.23810098120557,0.1604594590471,0.296892902835811
"LI.M247","LI.M247","enriched in nuclear pore complex interacting proteins",14.2583825701715,5,0.634739985717068,1.42583825701715,0.161528854988825,0.297281828862412
"LI.M99","LI.M99","TBA",26.0744342599761,10,0.493828122463556,1.30372171299881,0.163367589809075,0.29872391547634
"LI.M4.8","LI.M4.8","cell division - E2F transcription network",46.422341762088,19,0.660600497736938,1.22164057268653,0.164039144336718,0.29872391547634
"LI.M91","LI.M91","adhesion and migration, chemotaxis",30.615000430262,12,0.607149041635551,1.27562501792758,0.165196361039652,0.299256235181779
"LI.M218","LI.M218","TBA",37.3824391555637,15,0.650668918041304,1.24608130518546,0.166257210558297,0.299609348193598
"LI.M94","LI.M94","growth factor induced, enriched in nuclear receptor subfamily 4",30.4005014564543,12,0.598393346104311,1.2666875606856,0.171830034190202,0.307878276249656
"LI.M144","LI.M144","cell cycle, ATP binding",39.3988832338328,16,0.656135330410781,1.23121510105728,0.172625391885645,0.307878276249656
"LI.M84","LI.M84","integrins and cell adhesion",25.582730989488,10,0.623440797376709,1.2791365494744,0.180039342451613,0.318822196698234
"LI.M43.1","LI.M43.1","myeloid, dendritic cell activation via NFkB (II)",34.6395400745877,14,0.600100195288038,1.23712643123527,0.18060448136663,0.318822196698234
"LI.S6","LI.S6","CD4 T cell surface signature Th1-stimulated",20.741577865904,8,0.635895854299906,1.296348616619,0.188659273774094,0.331350805714907
"LI.M95.0","LI.M95.0","enriched in antigen presentation (II)",56.3577583025296,24,0.641267688743084,1.17411996463603,0.190741613945024,0.331894651782406
"LI.M9","LI.M9","B cell development",27.5553922420654,11,0.664580873671783,1.25251782918479,0.190887386429765,0.331894651782406
"LI.M155","LI.M155","G protein coupled receptors cluster",25.0621112895844,10,0.649222427843252,1.25310556447922,0.199065208396676,0.344382810526249
"LI.M52","LI.M52","T cell activation (IV)",29.5452311220149,12,0.620864313776421,1.23105129675062,0.20028417681771,0.344767786959839
"LI.M106.0","LI.M106.0","nuclear pore complex",40.5747142009625,17,0.616924993027672,1.19337394708713,0.203054868376516,0.347226312552919
